participant_id,OrthoET_trial_number,OrthoET_trial_order,OrthoET_high,OrthoET_low,OrthoET_illegal,OrthoET_unpron,OrthoET_high_position,OrthoET_IA_label,OrthoET_response_time,OrthoET_response_choice,OrthoET_response_choice_accuracy_high,OrthoET_response_choice_accuracy_highlow,OrthoET_IA_fixation_count,OrthoET_IA_fixation_%,OrthoET_IA_dwell_time,OrthoET_IA_dwell_time%,OrthoET_IA_run_count,OrthoET_IA_first_run_fixation_count,OrthoET_IA_first_run_fixation%,OrthoET_IA_first_run_dwell_time,Ortho_ET_IA_inclusion,Ortho_ET_accuracy,accurate_trials,Ortho_ET_accuracy_inclusion,Ortho_ET_met_both_inclusion_count,Ortho_ET_met_both_inclusion
c171080,13,13,whan,phey,sruv,pnzh,2,Illegal_IA,6472,High_Ortho,1,1,2,0.1429,504,0.1033,2,1,0.0714,264,1,1,17,TRUE,17,1
c171080,13,13,whan,phey,sruv,pnzh,2,Unpron_IA,6472,High_Ortho,1,1,3,0.2143,656,0.1344,3,1,0.0714,200,1,1,17,TRUE,17,1
c171080,14,14,drel,sqow,vwux,fzgj,4,High_Ortho_IA,7174,High_Ortho,1,1,6,0.2,688,0.1913,3,1,0.0333,126,1,1,17,TRUE,17,1
c171080,14,14,drel,sqow,vwux,fzgj,4,Low_Ortho_IA,7174,High_Ortho,1,1,3,0.1,708,0.1969,2,2,0.0667,160,1,1,17,TRUE,17,1
c171080,14,14,drel,sqow,vwux,fzgj,4,Illegal_IA,7174,High_Ortho,1,1,8,0.2667,828,0.2303,5,1,0.0333,58,1,1,17,TRUE,17,1
c171080,14,14,drel,sqow,vwux,fzgj,4,Unpron_IA,7174,High_Ortho,1,1,3,0.1,824,0.2291,2,2,0.0667,290,1,1,17,TRUE,17,1
c171080,15,15,gred,wreb,gwiy,ktlh,2,High_Ortho_IA,7041,High_Ortho,1,1,7,0.4118,3758,0.6101,5,1,0.0588,134,1,1,17,TRUE,17,1
c171080,15,15,gred,wreb,gwiy,ktlh,2,Low_Ortho_IA,7041,High_Ortho,1,1,2,0.1176,788,0.1279,2,1,0.0588,306,1,1,17,TRUE,17,1
c171080,15,15,gred,wreb,gwiy,ktlh,2,Illegal_IA,7041,High_Ortho,1,1,2,0.1176,528,0.0857,2,1,0.0588,158,1,1,17,TRUE,17,1
c171080,15,15,gred,wreb,gwiy,ktlh,2,Unpron_IA,7041,High_Ortho,1,1,1,0.0588,192,0.0312,1,1,0.0588,192,1,1,17,TRUE,17,1
c171080,16,16,blet,syod,vyuj,tvqf,3,High_Ortho_IA,4102,High_Ortho,1,1,2,0.1333,598,0.1625,2,1,0.0667,252,1,1,17,TRUE,17,1
c171080,16,16,blet,syod,vyuj,tvqf,3,Low_Ortho_IA,4102,High_Ortho,1,1,1,0.0667,50,0.0136,1,1,0.0667,50,1,1,17,TRUE,17,1
c171080,16,16,blet,syod,vyuj,tvqf,3,Illegal_IA,4102,High_Ortho,1,1,5,0.3333,1948,0.5293,4,1,0.0667,230,1,1,17,TRUE,17,1
c171080,16,16,blet,syod,vyuj,tvqf,3,Unpron_IA,4102,High_Ortho,1,1,3,0.2,208,0.0565,1,3,0.2,208,1,1,17,TRUE,17,1
c171080,17,17,brel,snek,pjih,kqwp,3,High_Ortho_IA,4829,High_Ortho,1,1,3,0.1429,520,0.1521,1,3,0.1429,520,0,1,17,TRUE,17,1
c171080,17,17,brel,snek,pjih,kqwp,3,Low_Ortho_IA,4829,High_Ortho,1,1,0,0,0,0,0,.,.,.,0,1,17,TRUE,17,1
c171080,17,17,brel,snek,pjih,kqwp,3,Illegal_IA,4829,High_Ortho,1,1,7,0.3333,886,0.2592,2,1,0.0476,170,0,1,17,TRUE,17,1
c171080,17,17,brel,snek,pjih,kqwp,3,Unpron_IA,4829,High_Ortho,1,1,4,0.1905,938,0.2744,2,3,0.1429,452,0,1,17,TRUE,17,1
c171080,18,18,clat,knoy,csih,dhhx,2,High_Ortho_IA,3388,High_Ortho,1,1,1,0.1667,2434,0.7184,1,1,0.1667,2434,1,1,17,TRUE,17,1
c171080,18,18,clat,knoy,csih,dhhx,2,Low_Ortho_IA,3388,High_Ortho,1,1,1,0.1667,340,0.1004,1,1,0.1667,340,1,1,17,TRUE,17,1
c171080,18,18,clat,knoy,csih,dhhx,2,Illegal_IA,3388,High_Ortho,1,1,1,0.1667,250,0.0738,1,1,0.1667,250,1,1,17,TRUE,17,1
c171080,18,18,clat,knoy,csih,dhhx,2,Unpron_IA,3388,High_Ortho,1,1,1,0.1667,198,0.0584,1,1,0.1667,198,1,1,17,TRUE,17,1
c171082,1,1,gred,wreb,gwiy,ktlh,2,High_Ortho_IA,8480,High_Ortho,1,1,9,0.6,4958,0.6116,3,1,0.0667,102,1,1,18,TRUE,18,1
c171082,1,1,gred,wreb,gwiy,ktlh,2,Low_Ortho_IA,8480,High_Ortho,1,1,1,0.0667,964,0.1189,1,1,0.0667,964,1,1,18,TRUE,18,1
c171082,1,1,gred,wreb,gwiy,ktlh,2,Illegal_IA,8480,High_Ortho,1,1,1,0.0667,354,0.0437,1,1,0.0667,354,1,1,18,TRUE,18,1
c171082,1,1,gred,wreb,gwiy,ktlh,2,Unpron_IA,8480,High_Ortho,1,1,2,0.1333,716,0.0883,1,2,0.1333,716,1,1,18,TRUE,18,1
c171082,2,2,cret,glek,bduw,vghk,2,High_Ortho_IA,2420,Low_Ortho,0,1,0,0,0,0,0,.,.,.,0,1,18,TRUE,18,1
c171082,2,2,cret,glek,bduw,vghk,2,Low_Ortho_IA,2420,Low_Ortho,0,1,2,0.5,2132,0.768,1,2,0.5,2132,0,1,18,TRUE,18,1
c171082,2,2,cret,glek,bduw,vghk,2,Illegal_IA,2420,Low_Ortho,0,1,0,0,0,0,0,.,.,.,0,1,18,TRUE,18,1
c171082,2,2,cret,glek,bduw,vghk,2,Unpron_IA,2420,Low_Ortho,0,1,1,0.25,378,0.1362,1,1,0.25,378,0,1,18,TRUE,18,1
c171082,3,3,blar,skub,sfuj,gpvj,1,High_Ortho_IA,5816,High_Ortho,1,1,5,0.5556,4528,0.7986,2,3,0.3333,3354,0,1,18,TRUE,18,1
c171082,3,3,blar,skub,sfuj,gpvj,1,Low_Ortho_IA,5816,High_Ortho,1,1,0,0,0,0,0,.,.,.,0,1,18,TRUE,18,1
c171082,3,3,blar,skub,sfuj,gpvj,1,Illegal_IA,5816,High_Ortho,1,1,1,0.1111,566,0.0998,1,1,0.1111,566,0,1,18,TRUE,18,1
c171082,3,3,blar,skub,sfuj,gpvj,1,Unpron_IA,5816,High_Ortho,1,1,1,0.1111,138,0.0243,1,1,0.1111,138,0,1,18,TRUE,18,1
c171082,4,4,dren,wrop,zhux,xwsx,1,High_Ortho_IA,8565,Low_Ortho,0,1,5,0.4167,2300,0.2806,2,1,0.0833,506,1,1,18,TRUE,18,1
c171082,4,4,dren,wrop,zhux,xwsx,1,Low_Ortho_IA,8565,Low_Ortho,0,1,4,0.3333,4304,0.5251,2,1,0.0833,1444,1,1,18,TRUE,18,1
c171082,4,4,dren,wrop,zhux,xwsx,1,Illegal_IA,8565,Low_Ortho,0,1,1,0.0833,846,0.1032,1,1,0.0833,846,1,1,18,TRUE,18,1
c171082,4,4,dren,wrop,zhux,xwsx,1,Unpron_IA,8565,Low_Ortho,0,1,1,0.0833,480,0.0586,1,1,0.0833,480,1,1,18,TRUE,18,1
c171082,5,5,blet,syod,vyuj,tvqf,1,High_Ortho_IA,3741,Low_Ortho,0,1,1,0.125,482,0.1298,1,1,0.125,482,1,1,18,TRUE,18,1
c171082,5,5,blet,syod,vyuj,tvqf,1,Low_Ortho_IA,3741,Low_Ortho,0,1,4,0.5,2272,0.6117,1,4,0.5,2272,1,1,18,TRUE,18,1
c171082,5,5,blet,syod,vyuj,tvqf,1,Illegal_IA,3741,Low_Ortho,0,1,1,0.125,314,0.0845,1,1,0.125,314,1,1,18,TRUE,18,1
c171082,5,5,blet,syod,vyuj,tvqf,1,Unpron_IA,3741,Low_Ortho,0,1,1,0.125,362,0.0975,1,1,0.125,362,1,1,18,TRUE,18,1
c171082,6,6,grat,wrup,sviw,tkvc,4,High_Ortho_IA,5018,High_Ortho,1,1,5,0.5556,3368,0.6646,2,2,0.2222,614,1,1,18,TRUE,18,1
c171082,6,6,grat,wrup,sviw,tkvc,4,Low_Ortho_IA,5018,High_Ortho,1,1,1,0.1111,616,0.1215,1,1,0.1111,616,1,1,18,TRUE,18,1
c171082,6,6,grat,wrup,sviw,tkvc,4,Illegal_IA,5018,High_Ortho,1,1,1,0.1111,416,0.0821,1,1,0.1111,416,1,1,18,TRUE,18,1
c171082,6,6,grat,wrup,sviw,tkvc,4,Unpron_IA,5018,High_Ortho,1,1,1,0.1111,408,0.0805,1,1,0.1111,408,1,1,18,TRUE,18,1
c171082,7,7,clar,glip,hvej,bcsr,3,High_Ortho_IA,4912,High_Ortho,1,1,2,0.2,1954,0.5875,2,1,0.1,414,0,1,18,TRUE,18,1
c171082,7,7,clar,glip,hvej,bcsr,3,Low_Ortho_IA,4912,High_Ortho,1,1,0,0,0,0,0,.,.,.,0,1,18,TRUE,18,1
c171082,7,7,clar,glip,hvej,bcsr,3,Illegal_IA,4912,High_Ortho,1,1,3,0.3,780,0.2345,2,2,0.2,290,0,1,18,TRUE,18,1
c171082,7,7,clar,glip,hvej,bcsr,3,Unpron_IA,4912,High_Ortho,1,1,3,0.3,344,0.1034,1,3,0.3,344,0,1,18,TRUE,18,1
c171082,8,8,clat,knoy,csih,dhhx,4,High_Ortho_IA,4491,Low_Ortho,0,1,0,0,0,0,0,.,.,.,0,1,18,TRUE,18,1
c171082,8,8,clat,knoy,csih,dhhx,4,Low_Ortho_IA,4491,Low_Ortho,0,1,8,0.5714,2600,0.6126,4,1,0.0714,400,0,1,18,TRUE,18,1
c171082,8,8,clat,knoy,csih,dhhx,4,Illegal_IA,4491,Low_Ortho,0,1,2,0.1429,434,0.1023,1,2,0.1429,434,0,1,18,TRUE,18,1
c171082,8,8,clat,knoy,csih,dhhx,4,Unpron_IA,4491,Low_Ortho,0,1,1,0.0714,340,0.0801,1,1,0.0714,340,0,1,18,TRUE,18,1
c171082,9,9,bril,sqip,fnoq,bkgv,1,High_Ortho_IA,6730,High_Ortho,1,1,3,0.25,2426,0.3798,3,1,0.0833,484,1,1,18,TRUE,18,1
c171082,9,9,bril,sqip,fnoq,bkgv,1,Low_Ortho_IA,6730,High_Ortho,1,1,3,0.25,1306,0.2044,2,2,0.1667,522,1,1,18,TRUE,18,1
c171082,9,9,bril,sqip,fnoq,bkgv,1,Illegal_IA,6730,High_Ortho,1,1,3,0.25,1644,0.2574,2,2,0.1667,744,1,1,18,TRUE,18,1
c171082,9,9,bril,sqip,fnoq,bkgv,1,Unpron_IA,6730,High_Ortho,1,1,1,0.0833,704,0.1102,1,1,0.0833,704,1,1,18,TRUE,18,1
c171082,10,10,skad,plic,hkiy,mgnz,2,Low_Ortho_IA,6880,Low_Ortho,0,1,0,0,0,0,0,.,.,.,0,1,18,TRUE,18,1
c171082,10,10,skad,plic,hkiy,mgnz,2,High_Ortho_IA,6880,Low_Ortho,0,1,4,0.2353,2660,0.4074,1,4,0.2353,2660,0,1,18,TRUE,18,1
c171082,10,10,skad,plic,hkiy,mgnz,2,Illegal_IA,6880,Low_Ortho,0,1,0,0,0,0,0,.,.,.,0,1,18,TRUE,18,1
c171082,10,10,skad,plic,hkiy,mgnz,2,Unpron_IA,6880,Low_Ortho,0,1,9,0.5294,2716,0.4159,2,5,0.2941,1554,0,1,18,TRUE,18,1
c171082,11,11,slen,knef,czih,fxgk,3,High_Ortho_IA,3357,High_Ortho,1,1,4,0.3636,1554,0.4636,2,2,0.1818,1028,1,1,18,TRUE,18,1
c171082,11,11,slen,knef,czih,fxgk,3,Low_Ortho_IA,3357,High_Ortho,1,1,1,0.0909,520,0.1551,1,1,0.0909,520,1,1,18,TRUE,18,1
c171082,11,11,slen,knef,czih,fxgk,3,Illegal_IA,3357,High_Ortho,1,1,2,0.1818,366,0.1092,1,2,0.1818,366,1,1,18,TRUE,18,1
c171082,11,11,slen,knef,czih,fxgk,3,Unpron_IA,3357,High_Ortho,1,1,1,0.0909,316,0.0943,1,1,0.0909,316,1,1,18,TRUE,18,1
c171082,12,12,drel,sqow,vwux,fzgj,2,High_Ortho_IA,2316,High_Ortho,1,1,2,0.3333,1564,0.6221,1,2,0.3333,1564,0,1,18,TRUE,18,1
c171082,12,12,drel,sqow,vwux,fzgj,2,Low_Ortho_IA,2316,High_Ortho,1,1,2,0.3333,450,0.179,2,1,0.1667,106,0,1,18,TRUE,18,1
c171082,12,12,drel,sqow,vwux,fzgj,2,Illegal_IA,2316,High_Ortho,1,1,0,0,0,0,0,.,.,.,0,1,18,TRUE,18,1
c171082,12,12,drel,sqow,vwux,fzgj,2,Unpron_IA,2316,High_Ortho,1,1,1,0.1667,362,0.144,1,1,0.1667,362,0,1,18,TRUE,18,1
c171082,13,13,brel,snek,pjih,kqwp,3,High_Ortho_IA,6100,Low_Ortho,0,1,3,0.1875,1272,0.1869,2,1,0.0625,442,1,1,18,TRUE,18,1
c171082,13,13,brel,snek,pjih,kqwp,3,Low_Ortho_IA,6100,Low_Ortho,0,1,4,0.25,2256,0.3315,3,2,0.125,596,1,1,18,TRUE,18,1
c171082,13,13,brel,snek,pjih,kqwp,3,Illegal_IA,6100,Low_Ortho,0,1,4,0.25,828,0.1217,2,2,0.125,350,1,1,18,TRUE,18,1
c171082,13,13,brel,snek,pjih,kqwp,3,Unpron_IA,6100,Low_Ortho,0,1,2,0.125,1152,0.1693,2,1,0.0625,786,1,1,18,TRUE,18,1
c171082,14,14,pred,syew,pvuj,rxbf,1,High_Ortho_IA,2591,High_Ortho,1,1,3,0.3,828,0.3245,2,1,0.1,226,1,1,18,TRUE,18,1
c171082,14,14,pred,syew,pvuj,rxbf,1,Low_Ortho_IA,2591,High_Ortho,1,1,2,0.2,582,0.2281,1,2,0.2,582,1,1,18,TRUE,18,1
c171082,14,14,pred,syew,pvuj,rxbf,1,Illegal_IA,2591,High_Ortho,1,1,1,0.1,344,0.1348,1,1,0.1,344,1,1,18,TRUE,18,1
c171082,14,14,pred,syew,pvuj,rxbf,1,Unpron_IA,2591,High_Ortho,1,1,2,0.2,374,0.1466,1,2,0.2,374,1,1,18,TRUE,18,1
c171082,15,15,slan,tway,bfiw,hvfn,3,High_Ortho_IA,1395,High_Ortho,1,1,2,0.3333,1130,0.6766,1,2,0.3333,1130,0,1,18,TRUE,18,1
c171082,15,15,slan,tway,bfiw,hvfn,3,Low_Ortho_IA,1395,High_Ortho,1,1,0,0,0,0,0,.,.,.,0,1,18,TRUE,18,1
c171082,15,15,slan,tway,bfiw,hvfn,3,Illegal_IA,1395,High_Ortho,1,1,2,0.3333,312,0.1868,1,2,0.3333,312,0,1,18,TRUE,18,1
c171082,15,15,slan,tway,bfiw,hvfn,3,Unpron_IA,1395,High_Ortho,1,1,0,0,0,0,0,.,.,.,0,1,18,TRUE,18,1
c171082,16,16,whan,phey,sruv,pnzh,4,High_Ortho_IA,2433,High_Ortho,1,1,2,0.2222,1272,0.5004,1,2,0.2222,1272,1,1,18,TRUE,18,1
c171082,16,16,whan,phey,sruv,pnzh,4,Low_Ortho_IA,2433,High_Ortho,1,1,2,0.2222,220,0.0865,1,2,0.2222,220,1,1,18,TRUE,18,1
c171082,16,16,whan,phey,sruv,pnzh,4,Illegal_IA,2433,High_Ortho,1,1,2,0.2222,508,0.1998,1,2,0.2222,508,1,1,18,TRUE,18,1
c171082,16,16,whan,phey,sruv,pnzh,4,Unpron_IA,2433,High_Ortho,1,1,2,0.2222,284,0.1117,1,2,0.2222,284,1,1,18,TRUE,18,1
c171082,17,17,prit,twap,wgiy,bkjd,2,High_Ortho_IA,2158,Low_Ortho,0,1,0,0,0,0,0,.,.,.,0,1,18,TRUE,18,1
c171082,17,17,prit,twap,wgiy,bkjd,2,Low_Ortho_IA,2158,Low_Ortho,0,1,3,0.4286,1718,0.7399,1,3,0.4286,1718,0,1,18,TRUE,18,1
c171082,17,17,prit,twap,wgiy,bkjd,2,Illegal_IA,2158,Low_Ortho,0,1,0,0,0,0,0,.,.,.,0,1,18,TRUE,18,1
c171082,17,17,prit,twap,wgiy,bkjd,2,Unpron_IA,2158,Low_Ortho,0,1,2,0.2857,284,0.1223,1,2,0.2857,284,0,1,18,TRUE,18,1
c171082,18,18,whon,phud,fvej,kdsj,4,High_Ortho_IA,3224,High_Ortho,1,1,1,0.0833,676,0.2145,1,1,0.0833,676,1,1,18,TRUE,18,1
c171082,18,18,whon,phud,fvej,kdsj,4,Low_Ortho_IA,3224,High_Ortho,1,1,3,0.25,950,0.3014,2,2,0.1667,412,1,1,18,TRUE,18,1
c171082,18,18,whon,phud,fvej,kdsj,4,Illegal_IA,3224,High_Ortho,1,1,4,0.3333,796,0.2525,3,1,0.0833,180,1,1,18,TRUE,18,1
c171082,18,18,whon,phud,fvej,kdsj,4,Unpron_IA,3224,High_Ortho,1,1,4,0.3333,730,0.2316,2,2,0.1667,324,1,1,18,TRUE,18,1
c171113,1,1,slan,tway,bfiw,hvfn,4,High_Ortho_IA,4215,High_Ortho,1,1,3,0.375,1598,0.4077,2,1,0.125,908,1,1,18,TRUE,18,1
c171113,1,1,slan,tway,bfiw,hvfn,4,Low_Ortho_IA,4215,High_Ortho,1,1,2,0.25,966,0.2464,2,1,0.125,654,1,1,18,TRUE,18,1
c171113,1,1,slan,tway,bfiw,hvfn,4,Illegal_IA,4215,High_Ortho,1,1,1,0.125,654,0.1668,1,1,0.125,654,1,1,18,TRUE,18,1
c171113,1,1,slan,tway,bfiw,hvfn,4,Unpron_IA,4215,High_Ortho,1,1,1,0.125,424,0.1082,1,1,0.125,424,1,1,18,TRUE,18,1
c171113,2,2,drel,sqow,vwux,fzgj,3,High_Ortho_IA,3835,High_Ortho,1,1,1,0.1429,1736,0.4804,1,1,0.1429,1736,1,1,18,TRUE,18,1
c171113,2,2,drel,sqow,vwux,fzgj,3,Low_Ortho_IA,3835,High_Ortho,1,1,2,0.2857,594,0.1644,1,2,0.2857,594,1,1,18,TRUE,18,1
c171113,2,2,drel,sqow,vwux,fzgj,3,Illegal_IA,3835,High_Ortho,1,1,1,0.1429,568,0.1572,1,1,0.1429,568,1,1,18,TRUE,18,1
c171113,2,2,drel,sqow,vwux,fzgj,3,Unpron_IA,3835,High_Ortho,1,1,1,0.1429,448,0.124,1,1,0.1429,448,1,1,18,TRUE,18,1
c171113,3,3,pred,syew,pvuj,rxbf,4,High_Ortho_IA,3629,High_Ortho,1,1,3,0.3333,1678,0.5484,2,1,0.1111,738,1,1,18,TRUE,18,1
c171113,3,3,pred,syew,pvuj,rxbf,4,Low_Ortho_IA,3629,High_Ortho,1,1,2,0.2222,298,0.0974,1,2,0.2222,298,1,1,18,TRUE,18,1
c171113,3,3,pred,syew,pvuj,rxbf,4,Illegal_IA,3629,High_Ortho,1,1,1,0.1111,566,0.185,1,1,0.1111,566,1,1,18,TRUE,18,1
c171113,3,3,pred,syew,pvuj,rxbf,4,Unpron_IA,3629,High_Ortho,1,1,2,0.2222,370,0.1209,1,2,0.2222,370,1,1,18,TRUE,18,1
c171113,4,4,slen,knef,czih,fxgk,2,High_Ortho_IA,5920,Low_Ortho,0,1,2,0.4,1372,0.4708,1,2,0.4,1372,0,1,18,TRUE,18,1
c171113,4,4,slen,knef,czih,fxgk,2,Low_Ortho_IA,5920,Low_Ortho,0,1,2,0.4,1404,0.4818,1,2,0.4,1404,0,1,18,TRUE,18,1
c171113,4,4,slen,knef,czih,fxgk,2,Illegal_IA,5920,Low_Ortho,0,1,0,0,0,0,0,.,.,.,0,1,18,TRUE,18,1
c171113,4,4,slen,knef,czih,fxgk,2,Unpron_IA,5920,Low_Ortho,0,1,0,0,0,0,0,.,.,.,0,1,18,TRUE,18,1
c171113,5,5,brel,snek,pjih,kqwp,4,High_Ortho_IA,3239,High_Ortho,1,1,3,0.4286,1754,0.5205,2,2,0.2857,266,1,1,18,TRUE,18,1
c171113,5,5,brel,snek,pjih,kqwp,4,Low_Ortho_IA,3239,High_Ortho,1,1,1,0.1429,408,0.1211,1,1,0.1429,408,1,1,18,TRUE,18,1
c171113,5,5,brel,snek,pjih,kqwp,4,Illegal_IA,3239,High_Ortho,1,1,1,0.1429,516,0.15310000000000001,1,1,0.1429,516,1,1,18,TRUE,18,1
c171113,5,5,brel,snek,pjih,kqwp,4,Unpron_IA,3239,High_Ortho,1,1,1,0.1429,454,0.1347,1,1,0.1429,454,1,1,18,TRUE,18,1
c171113,6,6,prit,twap,wgiy,bkjd,1,High_Ortho_IA,3207,High_Ortho,1,1,2,0.3333,1980,0.5817,2,1,0.1667,666,1,1,18,TRUE,18,1
c171113,6,6,prit,twap,wgiy,bkjd,1,Low_Ortho_IA,3207,High_Ortho,1,1,1,0.1667,366,0.1075,1,1,0.1667,366,1,1,18,TRUE,18,1
c171113,6,6,prit,twap,wgiy,bkjd,1,Illegal_IA,3207,High_Ortho,1,1,1,0.1667,468,0.1375,1,1,0.1667,468,1,1,18,TRUE,18,1
c171113,6,6,prit,twap,wgiy,bkjd,1,Unpron_IA,3207,High_Ortho,1,1,1,0.1667,336,0.0987,1,1,0.1667,336,1,1,18,TRUE,18,1
c171113,7,7,skad,plic,hkiy,mgnz,3,Low_Ortho_IA,5768,High_Ortho,1,1,4,0.4,2998,0.5243,3,1,0.1,378,1,1,18,TRUE,18,1
c171113,7,7,skad,plic,hkiy,mgnz,3,High_Ortho_IA,5768,High_Ortho,1,1,2,0.2,1218,0.213,2,1,0.1,620,1,1,18,TRUE,18,1
c171113,7,7,skad,plic,hkiy,mgnz,3,Illegal_IA,5768,High_Ortho,1,1,1,0.1,322,0.0563,1,1,0.1,322,1,1,18,TRUE,18,1
c171113,7,7,skad,plic,hkiy,mgnz,3,Unpron_IA,5768,High_Ortho,1,1,2,0.2,914,0.1598,2,1,0.1,372,1,1,18,TRUE,18,1
c171113,8,8,blet,syod,vyuj,tvqf,3,High_Ortho_IA,3395,High_Ortho,1,1,2,0.25,1498,0.428,2,1,0.125,508,1,1,18,TRUE,18,1
c171113,8,8,blet,syod,vyuj,tvqf,3,Low_Ortho_IA,3395,High_Ortho,1,1,2,0.25,552,0.1577,2,1,0.125,200,1,1,18,TRUE,18,1
c171113,8,8,blet,syod,vyuj,tvqf,3,Illegal_IA,3395,High_Ortho,1,1,2,0.25,790,0.2257,2,1,0.125,368,1,1,18,TRUE,18,1
c171113,8,8,blet,syod,vyuj,tvqf,3,Unpron_IA,3395,High_Ortho,1,1,1,0.125,376,0.1074,1,1,0.125,376,1,1,18,TRUE,18,1
c171113,9,9,gred,wreb,gwiy,ktlh,3,High_Ortho_IA,2751,Low_Ortho,0,1,3,0.3333,834,0.315,2,1,0.1111,366,1,1,18,TRUE,18,1
c171113,9,9,gred,wreb,gwiy,ktlh,3,Low_Ortho_IA,2751,Low_Ortho,0,1,2,0.2222,648,0.2447,2,1,0.1111,234,1,1,18,TRUE,18,1
c171113,9,9,gred,wreb,gwiy,ktlh,3,Illegal_IA,2751,Low_Ortho,0,1,2,0.2222,492,0.1858,2,1,0.1111,256,1,1,18,TRUE,18,1
c171113,9,9,gred,wreb,gwiy,ktlh,3,Unpron_IA,2751,Low_Ortho,0,1,1,0.1111,438,0.1654,1,1,0.1111,438,1,1,18,TRUE,18,1
c171113,10,10,clar,glip,hvej,bcsr,1,High_Ortho_IA,12081,High_Ortho,1,1,9,0.375,5262,0.5179,4,1,0.0417,1462,1,1,18,TRUE,18,1
c171113,10,10,clar,glip,hvej,bcsr,1,Low_Ortho_IA,12081,High_Ortho,1,1,9,0.375,3416,0.3362,7,1,0.0417,214,1,1,18,TRUE,18,1
c171113,10,10,clar,glip,hvej,bcsr,1,Illegal_IA,12081,High_Ortho,1,1,2,0.0833,398,0.0392,1,2,0.0833,398,1,1,18,TRUE,18,1
c171113,10,10,clar,glip,hvej,bcsr,1,Unpron_IA,12081,High_Ortho,1,1,3,0.125,1028,0.1012,2,2,0.0833,378,1,1,18,TRUE,18,1
c171113,11,11,whon,phud,fvej,kdsj,2,High_Ortho_IA,4438,High_Ortho,1,1,2,0.2,1050,0.2353,2,1,0.1,606,1,1,18,TRUE,18,1
c171113,11,11,whon,phud,fvej,kdsj,2,Low_Ortho_IA,4438,High_Ortho,1,1,1,0.1,462,0.1035,1,1,0.1,462,1,1,18,TRUE,18,1
c171113,11,11,whon,phud,fvej,kdsj,2,Illegal_IA,4438,High_Ortho,1,1,3,0.3,854,0.1914,3,1,0.1,328,1,1,18,TRUE,18,1
c171113,11,11,whon,phud,fvej,kdsj,2,Unpron_IA,4438,High_Ortho,1,1,3,0.3,1846,0.4137,2,1,0.1,726,1,1,18,TRUE,18,1
c171113,12,12,blar,skub,sfuj,gpvj,1,High_Ortho_IA,8790,High_Ortho,1,1,8,0.5714,5570,0.6495,3,3,0.2143,892,1,1,18,TRUE,18,1
c171113,12,12,blar,skub,sfuj,gpvj,1,Low_Ortho_IA,8790,High_Ortho,1,1,3,0.2143,1918,0.2236,3,1,0.0714,740,1,1,18,TRUE,18,1
c171113,12,12,blar,skub,sfuj,gpvj,1,Illegal_IA,8790,High_Ortho,1,1,1,0.0714,388,0.0452,1,1,0.0714,388,1,1,18,TRUE,18,1
c171113,12,12,blar,skub,sfuj,gpvj,1,Unpron_IA,8790,High_Ortho,1,1,1,0.0714,448,0.0522,1,1,0.0714,448,1,1,18,TRUE,18,1
c171113,13,13,cret,glek,bduw,vghk,2,High_Ortho_IA,3543,High_Ortho,1,1,4,0.4,1916,0.6589,2,2,0.2,724,1,1,18,TRUE,18,1
c171113,13,13,cret,glek,bduw,vghk,2,Low_Ortho_IA,3543,High_Ortho,1,1,1,0.1,348,0.1197,1,1,0.1,348,1,1,18,TRUE,18,1
c171113,13,13,cret,glek,bduw,vghk,2,Illegal_IA,3543,High_Ortho,1,1,2,0.2,202,0.0695,1,2,0.2,202,1,1,18,TRUE,18,1
c171113,13,13,cret,glek,bduw,vghk,2,Unpron_IA,3543,High_Ortho,1,1,1,0.1,196,0.0674,1,1,0.1,196,1,1,18,TRUE,18,1
c171113,14,14,dren,wrop,zhux,xwsx,1,High_Ortho_IA,2820,Low_Ortho,0,1,2,0.5,912,0.298,2,1,0.25,288,0,1,18,TRUE,18,1
c171113,14,14,dren,wrop,zhux,xwsx,1,Low_Ortho_IA,2820,Low_Ortho,0,1,1,0.25,1888,0.617,1,1,0.25,1888,0,1,18,TRUE,18,1
c171113,14,14,dren,wrop,zhux,xwsx,1,Illegal_IA,2820,Low_Ortho,0,1,0,0,0,0,0,.,.,.,0,1,18,TRUE,18,1
c171113,14,14,dren,wrop,zhux,xwsx,1,Unpron_IA,2820,Low_Ortho,0,1,0,0,0,0,0,.,.,.,0,1,18,TRUE,18,1
c171113,15,15,grat,wrup,sviw,tkvc,4,High_Ortho_IA,3990,High_Ortho,1,1,2,0.2222,2106,0.5065,1,2,0.2222,2106,1,1,18,TRUE,18,1
c171113,15,15,grat,wrup,sviw,tkvc,4,Low_Ortho_IA,3990,High_Ortho,1,1,1,0.1111,338,0.0813,1,1,0.1111,338,1,1,18,TRUE,18,1
c171113,15,15,grat,wrup,sviw,tkvc,4,Illegal_IA,3990,High_Ortho,1,1,2,0.2222,626,0.1506,2,1,0.1111,168,1,1,18,TRUE,18,1
c171113,15,15,grat,wrup,sviw,tkvc,4,Unpron_IA,3990,High_Ortho,1,1,2,0.2222,514,0.1236,1,2,0.2222,514,1,1,18,TRUE,18,1
c171113,16,16,whan,phey,sruv,pnzh,2,High_Ortho_IA,3090,High_Ortho,1,1,2,0.25,1226,0.4575,2,1,0.125,686,1,1,18,TRUE,18,1
