IP_INDEX,IP_LABEL,RECORDING_SESSION_LABEL,TRIAL_INDEX,IA_LABEL,IA_DWELL_TIME,IA_DWELL_TIME_%,IA_FIRST_RUN_DWELL_TIME,IA_FIRST_FIXATION_DURATION,IA_FIRST_FIXATION_TIME,IA_FIRST_RUN_FIXATION_COUNT,IA_FIXATION_COUNT,Accuracy,Remaining_Trials_Ortho,Response_Choice,Response_Time,Session_Name_,TASK2_POSITIONS,Trial_Index_,Trial_Number_Orthography,Trial_Recycled_,high_ortho,high_ortho_position,illegal_string,low_ortho,task,unpron_string,looked_all_four_IA,accuracy_high_low,accurate_trials,at_least_12_accurate,good_trial_count,has_12_good_trials,Group
.,Full Trial Period,c191036,9,High_Ortho_IA,5816,0.6576,998,102,288,2,4,Correct,9,High_Ortho,8896,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,9,UNDEFINED,blar,1,sfuj,skub,1,gpvj,1,1,18,TRUE,18,1,TD
.,Full Trial Period,c191036,9,Low_Ortho_IA,1642,0.1857,812,812,2114,1,2,Correct,9,High_Ortho,8896,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,9,UNDEFINED,blar,1,sfuj,skub,1,gpvj,1,1,18,TRUE,18,1,TD
.,Full Trial Period,c191036,9,Illegal_IA,756,0.0855,220,220,1446,1,2,Correct,9,High_Ortho,8896,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,9,UNDEFINED,blar,1,sfuj,skub,1,gpvj,1,1,18,TRUE,18,1,TD
.,Full Trial Period,c191036,9,Unpron_IA,340,0.0384,340,340,1728,1,1,Correct,9,High_Ortho,8896,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,9,UNDEFINED,blar,1,sfuj,skub,1,gpvj,1,1,18,TRUE,18,1,TD
.,Full Trial Period,c191036,10,High_Ortho_IA,3072,0.5766,1148,1148,1864,1,3,Correct,8,High_Ortho,7660,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,10,UNDEFINED,whan,3,sruv,phey,1,pnzh,1,1,18,TRUE,18,1,TD
.,Full Trial Period,c191036,10,Low_Ortho_IA,454,0.0852,454,454,1350,1,1,Correct,8,High_Ortho,7660,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,10,UNDEFINED,whan,3,sruv,phey,1,pnzh,1,1,18,TRUE,18,1,TD
.,Full Trial Period,c191036,10,Illegal_IA,1142,0.2143,532,532,358,1,2,Correct,8,High_Ortho,7660,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,10,UNDEFINED,whan,3,sruv,phey,1,pnzh,1,1,18,TRUE,18,1,TD
.,Full Trial Period,c191036,10,Unpron_IA,358,0.0672,358,358,950,1,1,Correct,8,High_Ortho,7660,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,10,UNDEFINED,whan,3,sruv,phey,1,pnzh,1,1,18,TRUE,18,1,TD
.,Full Trial Period,c191036,11,High_Ortho_IA,5162,0.7447,2032,2032,338,1,3,Correct,7,High_Ortho,6756,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,11,UNDEFINED,slan,1,bfiw,tway,1,hvfn,1,1,18,TRUE,18,1,TD
.,Full Trial Period,c191036,11,Low_Ortho_IA,814,0.1174,814,814,3212,1,1,Correct,7,High_Ortho,6756,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,11,UNDEFINED,slan,1,bfiw,tway,1,hvfn,1,1,18,TRUE,18,1,TD
.,Full Trial Period,c191036,11,Illegal_IA,414,0.0597,414,414,2412,1,1,Correct,7,High_Ortho,6756,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,11,UNDEFINED,slan,1,bfiw,tway,1,hvfn,1,1,18,TRUE,18,1,TD
.,Full Trial Period,c191036,11,Unpron_IA,262,0.0378,262,116,2888,2,2,Correct,7,High_Ortho,6756,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,11,UNDEFINED,slan,1,bfiw,tway,1,hvfn,1,1,18,TRUE,18,1,TD
.,Full Trial Period,c191036,12,High_Ortho_IA,2788,0.4208,592,592,1020,1,2,Correct,6,High_Ortho,6649,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,12,UNDEFINED,drel,2,vwux,sqow,1,fzgj,1,1,18,TRUE,18,1,TD
.,Full Trial Period,c191036,12,Low_Ortho_IA,1182,0.1784,684,684,2008,1,3,Correct,6,High_Ortho,6649,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,12,UNDEFINED,drel,2,vwux,sqow,1,fzgj,1,1,18,TRUE,18,1,TD
.,Full Trial Period,c191036,12,Illegal_IA,934,0.141,286,286,1664,1,2,Correct,6,High_Ortho,6649,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,12,UNDEFINED,drel,2,vwux,sqow,1,fzgj,1,1,18,TRUE,18,1,TD
.,Full Trial Period,c191036,12,Unpron_IA,1496,0.2258,652,98,290,2,4,Correct,6,High_Ortho,6649,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,12,UNDEFINED,drel,2,vwux,sqow,1,fzgj,1,1,18,TRUE,18,1,TD
.,Full Trial Period,c191036,12,Unpron_IA,1182,0.1784,684,684,2008,1,3,Correct,6,High_Ortho,6649,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,12,UNDEFINED,drel,2,vwux,sqow,1,fzgj,1,1,18,TRUE,18,1,TD
.,Full Trial Period,c191036,13,High_Ortho_IA,3736,0.4736,716,114,838,2,5,Correct,5,High_Ortho,8193,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,13,UNDEFINED,pred,3,pvuj,syew,1,rxbf,1,1,18,TRUE,18,1,TD
.,Full Trial Period,c191036,13,Low_Ortho_IA,974,0.1235,576,576,1626,1,3,Correct,5,High_Ortho,8193,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,13,UNDEFINED,pred,3,pvuj,syew,1,rxbf,1,1,18,TRUE,18,1,TD
.,Full Trial Period,c191036,13,Illegal_IA,1700,0.2155,504,108,274,2,6,Correct,5,High_Ortho,8193,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,13,UNDEFINED,pred,3,pvuj,syew,1,rxbf,1,1,18,TRUE,18,1,TD
.,Full Trial Period,c191036,13,Unpron_IA,1138,0.1443,580,580,2240,1,2,Correct,5,High_Ortho,8193,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,13,UNDEFINED,pred,3,pvuj,syew,1,rxbf,1,1,18,TRUE,18,1,TD
.,Full Trial Period,c191036,14,High_Ortho_IA,4170,0.6655,670,670,404,1,5,Correct,4,High_Ortho,6410,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,14,UNDEFINED,brel,1,pjih,snek,1,kqwp,1,1,18,TRUE,18,1,TD
.,Full Trial Period,c191036,14,Low_Ortho_IA,1132,0.1807,570,120,1498,2,3,Correct,4,High_Ortho,6410,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,14,UNDEFINED,brel,1,pjih,snek,1,kqwp,1,1,18,TRUE,18,1,TD
.,Full Trial Period,c191036,14,Illegal_IA,198,0.0316,198,198,1240,1,1,Correct,4,High_Ortho,6410,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,14,UNDEFINED,brel,1,pjih,snek,1,kqwp,1,1,18,TRUE,18,1,TD
.,Full Trial Period,c191036,14,Unpron_IA,416,0.0664,416,102,2134,2,2,Correct,4,High_Ortho,6410,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,14,UNDEFINED,brel,1,pjih,snek,1,kqwp,1,1,18,TRUE,18,1,TD
.,Full Trial Period,c191036,15,High_Ortho_IA,3318,0.4894,550,550,1452,1,4,Correct,3,High_Ortho,6845,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,15,UNDEFINED,gred,4,gwiy,wreb,1,ktlh,1,1,18,TRUE,18,1,TD
.,Full Trial Period,c191036,15,Low_Ortho_IA,2298,0.3389,590,590,302,1,4,Correct,3,High_Ortho,6845,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,15,UNDEFINED,gred,4,gwiy,wreb,1,ktlh,1,1,18,TRUE,18,1,TD
.,Full Trial Period,c191036,15,Illegal_IA,400,0.059,400,400,2044,1,1,Correct,3,High_Ortho,6845,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,15,UNDEFINED,gred,4,gwiy,wreb,1,ktlh,1,1,18,TRUE,18,1,TD
.,Full Trial Period,c191036,15,Unpron_IA,422,0.0622,422,98,936,3,3,Correct,3,High_Ortho,6845,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,15,UNDEFINED,gred,4,gwiy,wreb,1,ktlh,1,1,18,TRUE,18,1,TD
.,Full Trial Period,c191036,16,High_Ortho_IA,2552,0.3741,464,464,1182,1,2,Correct,2,High_Ortho,6789,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,16,UNDEFINED,blet,4,vyuj,syod,1,tvqf,1,1,18,TRUE,18,1,TD
.,Full Trial Period,c191036,16,Low_Ortho_IA,686,0.1006,480,108,344,2,4,Correct,2,High_Ortho,6789,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,16,UNDEFINED,blet,4,vyuj,syod,1,tvqf,1,1,18,TRUE,18,1,TD
.,Full Trial Period,c191036,16,Illegal_IA,598,0.0877,598,598,1690,1,1,Correct,2,High_Ortho,6789,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,16,UNDEFINED,blet,4,vyuj,syod,1,tvqf,1,1,18,TRUE,18,1,TD
.,Full Trial Period,c191036,16,Unpron_IA,1858,0.2724,240,240,882,1,2,Correct,2,High_Ortho,6789,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,16,UNDEFINED,blet,4,vyuj,syod,1,tvqf,1,1,18,TRUE,18,1,TD
.,Full Trial Period,c191036,17,High_Ortho_IA,1110,0.1262,542,542,338,1,3,Incorrect,1,Low_Ortho,8716,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,17,UNDEFINED,plic,1,hkiy,skad,1,mgnz,1,1,18,TRUE,18,1,TD
.,Full Trial Period,c191036,17,Low_Ortho_IA,5984,0.6803,3168,3168,1354,1,2,Incorrect,1,Low_Ortho,8716,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,17,UNDEFINED,plic,1,hkiy,skad,1,mgnz,1,1,18,TRUE,18,1,TD
.,Full Trial Period,c191036,17,Illegal_IA,966,0.1098,366,366,924,1,2,Incorrect,1,Low_Ortho,8716,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,17,UNDEFINED,plic,1,hkiy,skad,1,mgnz,1,1,18,TRUE,18,1,TD
.,Full Trial Period,c191036,17,Unpron_IA,456,0.0518,456,456,5876,1,1,Incorrect,1,Low_Ortho,8716,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,17,UNDEFINED,plic,1,hkiy,skad,1,mgnz,1,1,18,TRUE,18,1,TD
.,Full Trial Period,c191036,18,High_Ortho_IA,3472,0.5353,650,650,990,1,3,Correct,0,High_Ortho,6511,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,18,UNDEFINED,grat,2,sviw,wrup,1,tkvc,1,1,18,TRUE,18,1,TD
.,Full Trial Period,c191036,18,Low_Ortho_IA,786,0.1212,382,382,1996,1,2,Correct,0,High_Ortho,6511,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,18,UNDEFINED,grat,2,sviw,wrup,1,tkvc,1,1,18,TRUE,18,1,TD
.,Full Trial Period,c191036,18,Illegal_IA,732,0.1129,254,254,1680,1,3,Correct,0,High_Ortho,6511,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,18,UNDEFINED,grat,2,sviw,wrup,1,tkvc,1,1,18,TRUE,18,1,TD
.,Full Trial Period,c191036,18,Unpron_IA,836,0.1289,574,574,358,1,2,Correct,0,High_Ortho,6511,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,18,UNDEFINED,grat,2,sviw,wrup,1,tkvc,1,1,18,TRUE,18,1,TD
.,Full Trial Period,c191036,18,Unpron_IA,786,0.1212,382,382,1996,1,2,Correct,0,High_Ortho,6511,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,18,UNDEFINED,grat,2,sviw,wrup,1,tkvc,1,1,18,TRUE,18,1,TD
.,Full Trial Period,c191060,1,High_Ortho_IA,2302,0.4615,296,296,638,1,3,Correct,17,High_Ortho,5715,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,1,UNDEFINED,cret,1,bduw,glek,1,vghk,1,1,18,TRUE,16,1,TD
.,Full Trial Period,c191060,1,Low_Ortho_IA,1448,0.2903,708,124,994,3,5,Correct,17,High_Ortho,5715,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,1,UNDEFINED,cret,1,bduw,glek,1,vghk,1,1,18,TRUE,16,1,TD
.,Full Trial Period,c191060,1,Illegal_IA,408,0.0818,408,408,2504,1,1,Correct,17,High_Ortho,5715,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,1,UNDEFINED,cret,1,bduw,glek,1,vghk,1,1,18,TRUE,16,1,TD
.,Full Trial Period,c191060,1,Unpron_IA,556,0.1115,556,556,2976,1,1,Correct,17,High_Ortho,5715,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,1,UNDEFINED,cret,1,bduw,glek,1,vghk,1,1,18,TRUE,16,1,TD
.,Full Trial Period,c191060,2,High_Ortho_IA,1046,0.1965,396,396,2782,1,3,Incorrect,16,Low_Ortho,7439,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,2,UNDEFINED,brel,2,pjih,snek,1,kqwp,1,1,18,TRUE,16,1,TD
.,Full Trial Period,c191060,2,Low_Ortho_IA,1470,0.2762,408,408,3850,1,3,Incorrect,16,Low_Ortho,7439,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,2,UNDEFINED,brel,2,pjih,snek,1,kqwp,1,1,18,TRUE,16,1,TD
.,Full Trial Period,c191060,2,Illegal_IA,794,0.1492,562,562,2022,1,2,Incorrect,16,Low_Ortho,7439,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,2,UNDEFINED,brel,2,pjih,snek,1,kqwp,1,1,18,TRUE,16,1,TD
.,Full Trial Period,c191060,2,Unpron_IA,956,0.1796,394,394,400,1,2,Incorrect,16,Low_Ortho,7439,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,2,UNDEFINED,brel,2,pjih,snek,1,kqwp,1,1,18,TRUE,16,1,TD
.,Full Trial Period,c191060,2,Unpron_IA,1470,0.2762,408,408,3850,1,3,Incorrect,16,Low_Ortho,7439,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,2,UNDEFINED,brel,2,pjih,snek,1,kqwp,1,1,18,TRUE,16,1,TD
.,Full Trial Period,c191060,3,High_Ortho_IA,1692,0.1963,578,578,4234,1,3,Correct,15,High_Ortho,9917,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,3,UNDEFINED,blet,1,vyuj,syod,1,tvqf,1,1,18,TRUE,16,1,TD
.,Full Trial Period,c191060,3,Low_Ortho_IA,1498,0.1738,478,134,4990,2,3,Correct,15,High_Ortho,9917,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,3,UNDEFINED,blet,1,vyuj,syod,1,tvqf,1,1,18,TRUE,16,1,TD
.,Full Trial Period,c191060,3,Illegal_IA,318,0.0369,318,110,5544,2,2,Correct,15,High_Ortho,9917,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,3,UNDEFINED,blet,1,vyuj,syod,1,tvqf,1,1,18,TRUE,16,1,TD
.,Full Trial Period,c191060,3,Unpron_IA,228,0.0265,228,228,6080,1,1,Correct,15,High_Ortho,9917,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,3,UNDEFINED,blet,1,vyuj,syod,1,tvqf,1,1,18,TRUE,16,1,TD
.,Full Trial Period,c191060,4,High_Ortho_IA,1354,0.4612,460,460,942,1,3,Correct,14,High_Ortho,3110,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,4,UNDEFINED,grat,3,sviw,wrup,1,tkvc,1,1,18,TRUE,16,1,TD
.,Full Trial Period,c191060,4,Low_Ortho_IA,522,0.1778,522,522,1944,1,1,Correct,14,High_Ortho,3110,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,4,UNDEFINED,grat,3,sviw,wrup,1,tkvc,1,1,18,TRUE,16,1,TD
.,Full Trial Period,c191060,4,Illegal_IA,370,0.126,370,294,338,2,2,Correct,14,High_Ortho,3110,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,4,UNDEFINED,grat,3,sviw,wrup,1,tkvc,1,1,18,TRUE,16,1,TD
.,Full Trial Period,c191060,4,Unpron_IA,308,0.1049,308,308,1592,1,1,Correct,14,High_Ortho,3110,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,4,UNDEFINED,grat,3,sviw,wrup,1,tkvc,1,1,18,TRUE,16,1,TD
.,Full Trial Period,c191060,5,High_Ortho_IA,2048,0.5328,516,516,1632,1,4,Correct,13,High_Ortho,4208,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,5,UNDEFINED,whan,4,sruv,phey,1,pnzh,1,1,18,TRUE,16,1,TD
.,Full Trial Period,c191060,5,Low_Ortho_IA,1028,0.2674,336,336,298,1,5,Correct,13,High_Ortho,4208,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,5,UNDEFINED,whan,4,sruv,phey,1,pnzh,1,1,18,TRUE,16,1,TD
.,Full Trial Period,c191060,5,Illegal_IA,340,0.0884,340,118,1238,2,2,Correct,13,High_Ortho,4208,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,5,UNDEFINED,whan,4,sruv,phey,1,pnzh,1,1,18,TRUE,16,1,TD
.,Full Trial Period,c191060,5,Unpron_IA,214,0.0557,214,214,676,1,1,Correct,13,High_Ortho,4208,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,5,UNDEFINED,whan,4,sruv,phey,1,pnzh,1,1,18,TRUE,16,1,TD
.,Full Trial Period,c191060,6,High_Ortho_IA,1190,0.528,486,104,1048,2,4,Correct,12,High_Ortho,2303,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,6,UNDEFINED,whon,4,fvej,phud,1,kdsj,1,1,18,TRUE,16,1,TD
.,Full Trial Period,c191060,6,Low_Ortho_IA,420,0.1863,420,420,226,1,1,Correct,12,High_Ortho,2303,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,6,UNDEFINED,whon,4,fvej,phud,1,kdsj,1,1,18,TRUE,16,1,TD
.,Full Trial Period,c191060,6,Illegal_IA,280,0.1242,280,126,712,2,2,Correct,12,High_Ortho,2303,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,6,UNDEFINED,whon,4,fvej,phud,1,kdsj,1,1,18,TRUE,16,1,TD
.,Full Trial Period,c191060,6,Unpron_IA,294,0.1304,294,294,1610,1,1,Correct,12,High_Ortho,2303,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,6,UNDEFINED,whon,4,fvej,phud,1,kdsj,1,1,18,TRUE,16,1,TD
.,Full Trial Period,c191060,7,High_Ortho_IA,1276,0.3206,394,394,996,1,3,Correct,11,High_Ortho,4061,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,7,UNDEFINED,dren,4,zhux,wrop,1,xwsx,1,1,18,TRUE,16,1,TD
.,Full Trial Period,c191060,7,Low_Ortho_IA,1116,0.2804,304,304,332,1,3,Correct,11,High_Ortho,4061,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,7,UNDEFINED,dren,4,zhux,wrop,1,xwsx,1,1,18,TRUE,16,1,TD
.,Full Trial Period,c191060,7,Illegal_IA,254,0.0638,254,254,698,1,1,Correct,11,High_Ortho,4061,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,7,UNDEFINED,dren,4,zhux,wrop,1,xwsx,1,1,18,TRUE,16,1,TD
.,Full Trial Period,c191060,7,Unpron_IA,294,0.0739,294,294,1854,1,1,Correct,11,High_Ortho,4061,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,7,UNDEFINED,dren,4,zhux,wrop,1,xwsx,1,1,18,TRUE,16,1,TD
.,Full Trial Period,c191060,8,High_Ortho_IA,1252,0.4305,1252,130,1690,2,2,Correct,10,High_Ortho,2794,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,8,UNDEFINED,bril,2,fnoq,sqip,1,bkgv,1,1,18,TRUE,16,1,TD
.,Full Trial Period,c191060,8,Low_Ortho_IA,346,0.119,346,346,718,1,1,Correct,10,High_Ortho,2794,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,8,UNDEFINED,bril,2,fnoq,sqip,1,bkgv,1,1,18,TRUE,16,1,TD
.,Full Trial Period,c191060,8,Illegal_IA,680,0.2338,504,148,1132,2,3,Correct,10,High_Ortho,2794,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,8,UNDEFINED,bril,2,fnoq,sqip,1,bkgv,1,1,18,TRUE,16,1,TD
.,Full Trial Period,c191060,8,Unpron_IA,366,0.1259,366,366,314,1,1,Correct,10,High_Ortho,2794,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,8,UNDEFINED,bril,2,fnoq,sqip,1,bkgv,1,1,18,TRUE,16,1,TD
.,Full Trial Period,c191060,8,Unpron_IA,346,0.119,346,346,718,1,1,Correct,10,High_Ortho,2794,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,8,UNDEFINED,bril,2,fnoq,sqip,1,bkgv,1,1,18,TRUE,16,1,TD
.,Full Trial Period,c191060,9,High_Ortho_IA,922,0.4883,412,412,390,1,2,Correct,9,High_Ortho,2018,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,9,UNDEFINED,slan,1,bfiw,tway,1,hvfn,1,1,18,TRUE,16,1,TD
.,Full Trial Period,c191060,9,Low_Ortho_IA,218,0.1155,218,218,1550,1,1,Correct,9,High_Ortho,2018,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,9,UNDEFINED,slan,1,bfiw,tway,1,hvfn,1,1,18,TRUE,16,1,TD
.,Full Trial Period,c191060,9,Illegal_IA,170,0.09,170,170,844,1,1,Correct,9,High_Ortho,2018,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,9,UNDEFINED,slan,1,bfiw,tway,1,hvfn,1,1,18,TRUE,16,1,TD
.,Full Trial Period,c191060,9,Unpron_IA,264,0.1398,264,264,1074,1,1,Correct,9,High_Ortho,2018,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,9,UNDEFINED,slan,1,bfiw,tway,1,hvfn,1,1,18,TRUE,16,1,TD
.,Full Trial Period,c191060,10,High_Ortho_IA,428,0.2779,428,428,714,1,1,Correct,8,High_Ortho,1612,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,10,UNDEFINED,drel,2,vwux,sqow,1,fzgj,1,1,18,TRUE,16,1,TD
.,Full Trial Period,c191060,10,Low_Ortho_IA,460,0.2987,460,460,1640,1,1,Correct,8,High_Ortho,1612,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,10,UNDEFINED,drel,2,vwux,sqow,1,fzgj,1,1,18,TRUE,16,1,TD
.,Full Trial Period,c191060,10,Illegal_IA,248,0.161,248,248,1190,1,1,Correct,8,High_Ortho,1612,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,10,UNDEFINED,drel,2,vwux,sqow,1,fzgj,1,1,18,TRUE,16,1,TD
.,Full Trial Period,c191060,10,Unpron_IA,148,0.0961,148,148,398,1,1,Correct,8,High_Ortho,1612,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,10,UNDEFINED,drel,2,vwux,sqow,1,fzgj,1,1,18,TRUE,16,1,TD
.,Full Trial Period,c191060,10,Unpron_IA,460,0.2987,460,460,1640,1,1,Correct,8,High_Ortho,1612,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,10,UNDEFINED,drel,2,vwux,sqow,1,fzgj,1,1,18,TRUE,16,1,TD
.,Full Trial Period,c191060,11,High_Ortho_IA,1104,0.561,520,520,348,1,3,Correct,7,High_Ortho,1803,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,11,UNDEFINED,clat,1,csih,knoy,1,dhhx,0,1,18,TRUE,16,1,TD
