IP_INDEX,IP_LABEL,RECORDING_SESSION_LABEL,TRIAL_INDEX,IA_LABEL,IA_DWELL_TIME,IA_DWELL_TIME_%,IA_FIRST_RUN_DWELL_TIME,IA_FIRST_FIXATION_DURATION,IA_FIRST_FIXATION_TIME,IA_FIRST_RUN_FIXATION_COUNT,IA_FIXATION_COUNT,Accuracy,Remaining_Trials_Ortho,Response_Choice,Response_Time,Session_Name_,TASK2_POSITIONS,Trial_Index_,Trial_Number_Orthography,Trial_Recycled_,high_ortho,high_ortho_position,illegal_string,low_ortho,task,unpron_string,looked_all_four_IA,accuracy_high_low,accurate_trials,at_least_12_accurate,good_trial_count,has_12_good_trials,Group
.,Full Trial Period,c171144,8,High_Ortho_IA,3438,0.2959,484,484,302,1,5,Correct,10,High_Ortho,11954,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,8,UNDEFINED,cret,1,bduw,glek,1,vghk,1,1,17,TRUE,15,1,TD
.,Full Trial Period,c171144,8,Low_Ortho_IA,3252,0.2799,394,394,844,1,4,Correct,10,High_Ortho,11954,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,8,UNDEFINED,cret,1,bduw,glek,1,vghk,1,1,17,TRUE,15,1,TD
.,Full Trial Period,c171144,8,Illegal_IA,1178,0.1014,270,270,1690,1,3,Correct,10,High_Ortho,11954,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,8,UNDEFINED,cret,1,bduw,glek,1,vghk,1,1,17,TRUE,15,1,TD
.,Full Trial Period,c171144,8,Unpron_IA,3504,0.3015,348,348,1282,1,4,Correct,10,High_Ortho,11954,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,8,UNDEFINED,cret,1,bduw,glek,1,vghk,1,1,17,TRUE,15,1,TD
.,Full Trial Period,c171144,9,High_Ortho_IA,1898,0.3767,552,552,1088,1,2,Correct,9,High_Ortho,5202,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,9,UNDEFINED,clat,3,csih,knoy,1,dhhx,1,1,17,TRUE,15,1,TD
.,Full Trial Period,c171144,9,Low_Ortho_IA,1144,0.2271,486,486,1694,1,2,Correct,9,High_Ortho,5202,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,9,UNDEFINED,clat,3,csih,knoy,1,dhhx,1,1,17,TRUE,15,1,TD
.,Full Trial Period,c171144,9,Illegal_IA,810,0.1608,338,338,292,1,3,Correct,9,High_Ortho,5202,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,9,UNDEFINED,clat,3,csih,knoy,1,dhhx,1,1,17,TRUE,15,1,TD
.,Full Trial Period,c171144,9,Unpron_IA,682,0.1354,344,344,688,1,2,Correct,9,High_Ortho,5202,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,9,UNDEFINED,clat,3,csih,knoy,1,dhhx,1,1,17,TRUE,15,1,TD
.,Full Trial Period,c171144,10,High_Ortho_IA,6806,0.4821,1432,1432,1240,1,8,Correct,8,High_Ortho,15233,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,10,UNDEFINED,dren,2,zhux,wrop,1,xwsx,1,1,17,TRUE,15,1,TD
.,Full Trial Period,c171144,10,Low_Ortho_IA,5540,0.3925,172,172,662,1,12,Correct,8,High_Ortho,15233,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,10,UNDEFINED,dren,2,zhux,wrop,1,xwsx,1,1,17,TRUE,15,1,TD
.,Full Trial Period,c171144,10,Illegal_IA,620,0.0439,312,312,890,1,2,Correct,8,High_Ortho,15233,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,10,UNDEFINED,dren,2,zhux,wrop,1,xwsx,1,1,17,TRUE,15,1,TD
.,Full Trial Period,c171144,10,Unpron_IA,664,0.047,306,306,316,1,2,Correct,8,High_Ortho,15233,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,10,UNDEFINED,dren,2,zhux,wrop,1,xwsx,1,1,17,TRUE,15,1,TD
.,Full Trial Period,c171144,10,Unpron_IA,5540,0.3925,172,172,662,1,12,Correct,8,High_Ortho,15233,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,10,UNDEFINED,dren,2,zhux,wrop,1,xwsx,1,1,17,TRUE,15,1,TD
.,Full Trial Period,c171144,11,High_Ortho_IA,2072,0.2021,780,780,3096,1,4,Incorrect,7,Low_Ortho,12168,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,11,UNDEFINED,brel,2,pjih,snek,1,kqwp,1,1,17,TRUE,15,1,TD
.,Full Trial Period,c171144,11,Low_Ortho_IA,5366,0.5234,1086,1086,1950,1,6,Incorrect,7,Low_Ortho,12168,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,11,UNDEFINED,brel,2,pjih,snek,1,kqwp,1,1,17,TRUE,15,1,TD
.,Full Trial Period,c171144,11,Illegal_IA,852,0.0831,852,100,4842,2,2,Incorrect,7,Low_Ortho,12168,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,11,UNDEFINED,brel,2,pjih,snek,1,kqwp,1,1,17,TRUE,15,1,TD
.,Full Trial Period,c171144,11,Unpron_IA,546,0.0533,208,208,660,1,3,Incorrect,7,Low_Ortho,12168,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,11,UNDEFINED,brel,2,pjih,snek,1,kqwp,1,1,17,TRUE,15,1,TD
.,Full Trial Period,c171144,11,Unpron_IA,5366,0.5234,1086,1086,1950,1,6,Incorrect,7,Low_Ortho,12168,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,11,UNDEFINED,brel,2,pjih,snek,1,kqwp,1,1,17,TRUE,15,1,TD
.,Full Trial Period,c171144,12,High_Ortho_IA,1498,0.2995,298,298,978,1,2,Correct,6,High_Ortho,4993,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,12,UNDEFINED,bril,4,fnoq,sqip,1,bkgv,1,1,17,TRUE,15,1,TD
.,Full Trial Period,c171144,12,Low_Ortho_IA,1508,0.3015,274,274,334,1,2,Correct,6,High_Ortho,4993,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,12,UNDEFINED,bril,4,fnoq,sqip,1,bkgv,1,1,17,TRUE,15,1,TD
.,Full Trial Period,c171144,12,Illegal_IA,1278,0.2555,270,270,666,1,4,Correct,6,High_Ortho,4993,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,12,UNDEFINED,bril,4,fnoq,sqip,1,bkgv,1,1,17,TRUE,15,1,TD
.,Full Trial Period,c171144,12,Unpron_IA,442,0.0884,442,442,1336,1,1,Correct,6,High_Ortho,4993,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,12,UNDEFINED,bril,4,fnoq,sqip,1,bkgv,1,1,17,TRUE,15,1,TD
.,Full Trial Period,c171144,13,High_Ortho_IA,722,0.1131,722,722,5230,1,1,Correct,5,High_Ortho,7141,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,13,UNDEFINED,blet,3,vyuj,syod,1,tvqf,0,1,17,TRUE,15,1,TD
.,Full Trial Period,c171144,13,Low_Ortho_IA,0,0,.,.,.,.,0,Correct,5,High_Ortho,7141,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,13,UNDEFINED,blet,3,vyuj,syod,1,tvqf,0,1,17,TRUE,15,1,TD
.,Full Trial Period,c171144,13,Illegal_IA,1056,0.1654,180,120,656,2,4,Correct,5,High_Ortho,7141,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,13,UNDEFINED,blet,3,vyuj,syod,1,tvqf,0,1,17,TRUE,15,1,TD
.,Full Trial Period,c171144,13,Unpron_IA,0,0,.,.,.,.,0,Correct,5,High_Ortho,7141,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,13,UNDEFINED,blet,3,vyuj,syod,1,tvqf,0,1,17,TRUE,15,1,TD
.,Full Trial Period,c171144,14,High_Ortho_IA,1480,0.1599,218,218,676,1,2,Incorrect,4,Illegal_Ortho,9733,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,14,UNDEFINED,prit,1,wgiy,twap,1,bkjd,1,0,17,TRUE,15,1,TD
.,Full Trial Period,c171144,14,Low_Ortho_IA,156,0.0169,156,156,3882,1,1,Incorrect,4,Illegal_Ortho,9733,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,14,UNDEFINED,prit,1,wgiy,twap,1,bkjd,1,0,17,TRUE,15,1,TD
.,Full Trial Period,c171144,14,Illegal_IA,1412,0.1526,484,484,932,1,2,Incorrect,4,Illegal_Ortho,9733,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,14,UNDEFINED,prit,1,wgiy,twap,1,bkjd,1,0,17,TRUE,15,1,TD
.,Full Trial Period,c171144,14,Unpron_IA,618,0.0668,452,452,5754,1,2,Incorrect,4,Illegal_Ortho,9733,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,14,UNDEFINED,prit,1,wgiy,twap,1,bkjd,1,0,17,TRUE,15,1,TD
.,Full Trial Period,c171144,15,High_Ortho_IA,3124,0.3101,914,914,1796,1,5,Correct,3,High_Ortho,10505,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,15,UNDEFINED,blar,4,sfuj,skub,1,gpvj,1,1,17,TRUE,15,1,TD
.,Full Trial Period,c171144,15,Low_Ortho_IA,2702,0.2682,572,572,264,1,4,Correct,3,High_Ortho,10505,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,15,UNDEFINED,blar,4,sfuj,skub,1,gpvj,1,1,17,TRUE,15,1,TD
.,Full Trial Period,c171144,15,Illegal_IA,3598,0.3572,858,858,894,1,5,Correct,3,High_Ortho,10505,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,15,UNDEFINED,blar,4,sfuj,skub,1,gpvj,1,1,17,TRUE,15,1,TD
.,Full Trial Period,c171144,15,Unpron_IA,354,0.0351,354,354,2770,1,1,Correct,3,High_Ortho,10505,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,15,UNDEFINED,blar,4,sfuj,skub,1,gpvj,1,1,17,TRUE,15,1,TD
.,Full Trial Period,c171144,16,High_Ortho_IA,2182,0.2514,384,384,996,1,2,Correct,2,High_Ortho,9152,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,16,UNDEFINED,slan,4,bfiw,tway,1,hvfn,1,1,17,TRUE,15,1,TD
.,Full Trial Period,c171144,16,Low_Ortho_IA,2598,0.2993,312,312,474,1,4,Correct,2,High_Ortho,9152,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,16,UNDEFINED,slan,4,bfiw,tway,1,hvfn,1,1,17,TRUE,15,1,TD
.,Full Trial Period,c171144,16,Illegal_IA,1316,0.1516,322,322,1428,1,3,Correct,2,High_Ortho,9152,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,16,UNDEFINED,slan,4,bfiw,tway,1,hvfn,1,1,17,TRUE,15,1,TD
.,Full Trial Period,c171144,16,Unpron_IA,1250,0.144,630,630,1806,1,2,Correct,2,High_Ortho,9152,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,16,UNDEFINED,slan,4,bfiw,tway,1,hvfn,1,1,17,TRUE,15,1,TD
.,Full Trial Period,c171144,17,High_Ortho_IA,1972,0.3938,542,542,344,1,3,Correct,1,High_Ortho,5279,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,17,UNDEFINED,clar,1,hvej,glip,1,bcsr,1,1,17,TRUE,15,1,TD
.,Full Trial Period,c171144,17,Low_Ortho_IA,2028,0.405,636,636,1322,1,4,Correct,1,High_Ortho,5279,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,17,UNDEFINED,clar,1,hvej,glip,1,bcsr,1,1,17,TRUE,15,1,TD
.,Full Trial Period,c171144,17,Illegal_IA,382,0.0763,382,382,2016,1,1,Correct,1,High_Ortho,5279,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,17,UNDEFINED,clar,1,hvej,glip,1,bcsr,1,1,17,TRUE,15,1,TD
.,Full Trial Period,c171144,17,Unpron_IA,340,0.0679,340,340,950,1,1,Correct,1,High_Ortho,5279,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,17,UNDEFINED,clar,1,hvej,glip,1,bcsr,1,1,17,TRUE,15,1,TD
.,Full Trial Period,c171144,18,High_Ortho_IA,2984,0.7001,602,204,660,3,5,Correct,0,High_Ortho,4870,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,18,UNDEFINED,whon,2,fvej,phud,1,kdsj,1,1,17,TRUE,15,1,TD
.,Full Trial Period,c171144,18,Low_Ortho_IA,282,0.0662,282,282,1604,1,1,Correct,0,High_Ortho,4870,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,18,UNDEFINED,whon,2,fvej,phud,1,kdsj,1,1,17,TRUE,15,1,TD
.,Full Trial Period,c171144,18,Illegal_IA,244,0.0573,244,244,2074,1,1,Correct,0,High_Ortho,4870,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,18,UNDEFINED,whon,2,fvej,phud,1,kdsj,1,1,17,TRUE,15,1,TD
.,Full Trial Period,c171144,18,Unpron_IA,512,0.1201,144,144,296,1,2,Correct,0,High_Ortho,4870,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,18,UNDEFINED,whon,2,fvej,phud,1,kdsj,1,1,17,TRUE,15,1,TD
.,Full Trial Period,c171144,18,Unpron_IA,282,0.0662,282,282,1604,1,1,Correct,0,High_Ortho,4870,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,18,UNDEFINED,whon,2,fvej,phud,1,kdsj,1,1,17,TRUE,15,1,TD
.,Full Trial Period,c191018,2,High_Ortho_IA,3670,0.5391,348,348,1158,1,2,Correct,17,High_Ortho,6981,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,1,UNDEFINED,bril,1,fnoq,sqip,1,bkgv,1,1,18,TRUE,14,1,TD
.,Full Trial Period,c191018,2,Low_Ortho_IA,2068,0.3038,524,264,546,2,3,Correct,17,High_Ortho,6981,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,1,UNDEFINED,bril,1,fnoq,sqip,1,bkgv,1,1,18,TRUE,14,1,TD
.,Full Trial Period,c191018,2,Illegal_IA,324,0.0476,324,114,1554,2,2,Correct,17,High_Ortho,6981,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,1,UNDEFINED,bril,1,fnoq,sqip,1,bkgv,1,1,18,TRUE,14,1,TD
.,Full Trial Period,c191018,2,Unpron_IA,460,0.0676,460,132,1958,2,2,Correct,17,High_Ortho,6981,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,1,UNDEFINED,bril,1,fnoq,sqip,1,bkgv,1,1,18,TRUE,14,1,TD
.,Full Trial Period,c191018,3,High_Ortho_IA,1790,0.3366,640,640,2938,1,2,Incorrect,16,Low_Ortho,5471,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,2,UNDEFINED,grat,4,sviw,wrup,1,tkvc,1,1,18,TRUE,14,1,TD
.,Full Trial Period,c191018,3,Low_Ortho_IA,2478,0.466,1442,112,398,2,4,Incorrect,16,Low_Ortho,5471,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,2,UNDEFINED,grat,4,sviw,wrup,1,tkvc,1,1,18,TRUE,14,1,TD
.,Full Trial Period,c191018,3,Illegal_IA,612,0.1151,612,128,2256,2,2,Incorrect,16,Low_Ortho,5471,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,2,UNDEFINED,grat,4,sviw,wrup,1,tkvc,1,1,18,TRUE,14,1,TD
.,Full Trial Period,c191018,3,Unpron_IA,176,0.0331,176,176,2018,1,1,Incorrect,16,Low_Ortho,5471,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,2,UNDEFINED,grat,4,sviw,wrup,1,tkvc,1,1,18,TRUE,14,1,TD
.,Full Trial Period,c191018,4,High_Ortho_IA,2416,0.518,1004,106,1230,2,3,Correct,15,High_Ortho,4775,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,3,UNDEFINED,blet,4,vyuj,syod,1,tvqf,0,1,18,TRUE,14,1,TD
.,Full Trial Period,c191018,4,Low_Ortho_IA,794,0.1702,526,526,292,1,3,Correct,15,High_Ortho,4775,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,3,UNDEFINED,blet,4,vyuj,syod,1,tvqf,0,1,18,TRUE,14,1,TD
.,Full Trial Period,c191018,4,Illegal_IA,776,0.1664,312,312,872,1,3,Correct,15,High_Ortho,4775,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,3,UNDEFINED,blet,4,vyuj,syod,1,tvqf,0,1,18,TRUE,14,1,TD
.,Full Trial Period,c191018,4,Unpron_IA,0,0,.,.,.,.,0,Correct,15,High_Ortho,4775,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,3,UNDEFINED,blet,4,vyuj,syod,1,tvqf,0,1,18,TRUE,14,1,TD
.,Full Trial Period,c191018,5,High_Ortho_IA,1550,0.382,460,92,1942,2,3,Correct,14,High_Ortho,5168,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,4,UNDEFINED,blar,1,sfuj,skub,1,gpvj,1,1,18,TRUE,14,1,TD
.,Full Trial Period,c191018,5,Low_Ortho_IA,1568,0.3864,742,742,1138,1,2,Correct,14,High_Ortho,5168,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,4,UNDEFINED,blar,1,sfuj,skub,1,gpvj,1,1,18,TRUE,14,1,TD
.,Full Trial Period,c191018,5,Illegal_IA,346,0.0853,346,346,2766,1,1,Correct,14,High_Ortho,5168,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,4,UNDEFINED,blar,1,sfuj,skub,1,gpvj,1,1,18,TRUE,14,1,TD
.,Full Trial Period,c191018,5,Unpron_IA,398,0.0981,398,120,3168,2,2,Correct,14,High_Ortho,5168,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,4,UNDEFINED,blar,1,sfuj,skub,1,gpvj,1,1,18,TRUE,14,1,TD
.,Full Trial Period,c191018,6,High_Ortho_IA,2256,0.2477,638,638,862,1,4,Correct,13,High_Ortho,11819,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,5,UNDEFINED,drel,2,vwux,sqow,1,fzgj,1,1,18,TRUE,14,1,TD
.,Full Trial Period,c191018,6,Low_Ortho_IA,666,0.0731,666,666,10580,1,1,Correct,13,High_Ortho,11819,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,5,UNDEFINED,drel,2,vwux,sqow,1,fzgj,1,1,18,TRUE,14,1,TD
.,Full Trial Period,c191018,6,Illegal_IA,2054,0.2255,238,238,1540,1,4,Correct,13,High_Ortho,11819,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,5,UNDEFINED,drel,2,vwux,sqow,1,fzgj,1,1,18,TRUE,14,1,TD
.,Full Trial Period,c191018,6,Unpron_IA,1012,0.1111,266,266,540,1,3,Correct,13,High_Ortho,11819,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,5,UNDEFINED,drel,2,vwux,sqow,1,fzgj,1,1,18,TRUE,14,1,TD
.,Full Trial Period,c191018,6,Unpron_IA,666,0.0731,666,666,10580,1,1,Correct,13,High_Ortho,11819,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,5,UNDEFINED,drel,2,vwux,sqow,1,fzgj,1,1,18,TRUE,14,1,TD
.,Full Trial Period,c191018,7,High_Ortho_IA,2482,0.8709,808,808,1234,1,2,Correct,12,High_Ortho,3718,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,6,UNDEFINED,pred,4,pvuj,syew,1,rxbf,0,1,18,TRUE,14,1,TD
.,Full Trial Period,c191018,7,Low_Ortho_IA,0,0,.,.,.,.,0,Correct,12,High_Ortho,3718,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,6,UNDEFINED,pred,4,pvuj,syew,1,rxbf,0,1,18,TRUE,14,1,TD
.,Full Trial Period,c191018,7,Illegal_IA,0,0,.,.,.,.,0,Correct,12,High_Ortho,3718,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,6,UNDEFINED,pred,4,pvuj,syew,1,rxbf,0,1,18,TRUE,14,1,TD
.,Full Trial Period,c191018,7,Unpron_IA,368,0.1291,368,368,2102,1,1,Correct,12,High_Ortho,3718,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,6,UNDEFINED,pred,4,pvuj,syew,1,rxbf,0,1,18,TRUE,14,1,TD
.,Full Trial Period,c191018,8,High_Ortho_IA,1752,0.2949,640,640,1730,1,2,Correct,11,High_Ortho,7454,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,7,UNDEFINED,gred,3,gwiy,wreb,1,ktlh,1,1,18,TRUE,14,1,TD
.,Full Trial Period,c191018,8,Low_Ortho_IA,1350,0.2272,204,204,1466,1,2,Correct,11,High_Ortho,7454,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,7,UNDEFINED,gred,3,gwiy,wreb,1,ktlh,1,1,18,TRUE,14,1,TD
.,Full Trial Period,c191018,8,Illegal_IA,368,0.0619,368,368,462,1,1,Correct,11,High_Ortho,7454,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,7,UNDEFINED,gred,3,gwiy,wreb,1,ktlh,1,1,18,TRUE,14,1,TD
.,Full Trial Period,c191018,8,Unpron_IA,320,0.053900000000000003,320,192,60,2,2,Correct,11,High_Ortho,7454,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,7,UNDEFINED,gred,3,gwiy,wreb,1,ktlh,1,1,18,TRUE,14,1,TD
.,Full Trial Period,c191018,9,High_Ortho_IA,1546,0.4865,1546,1438,2682,2,2,Correct,10,High_Ortho,4465,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,8,UNDEFINED,clat,2,csih,knoy,1,dhhx,0,1,18,TRUE,14,1,TD
.,Full Trial Period,c191018,9,Low_Ortho_IA,0,0,.,.,.,.,0,Correct,10,High_Ortho,4465,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,8,UNDEFINED,clat,2,csih,knoy,1,dhhx,0,1,18,TRUE,14,1,TD
.,Full Trial Period,c191018,9,Illegal_IA,0,0,.,.,.,.,0,Correct,10,High_Ortho,4465,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,8,UNDEFINED,clat,2,csih,knoy,1,dhhx,0,1,18,TRUE,14,1,TD
.,Full Trial Period,c191018,9,Unpron_IA,302,0.095,302,138,310,2,2,Correct,10,High_Ortho,4465,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,8,UNDEFINED,clat,2,csih,knoy,1,dhhx,0,1,18,TRUE,14,1,TD
.,Full Trial Period,c191018,9,Unpron_IA,0,0,.,.,.,.,0,Correct,10,High_Ortho,4465,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,8,UNDEFINED,clat,2,csih,knoy,1,dhhx,0,1,18,TRUE,14,1,TD
.,Full Trial Period,c191018,10,High_Ortho_IA,2578,0.6686,578,578,318,1,3,Correct,9,High_Ortho,3800,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,9,UNDEFINED,cret,1,bduw,glek,1,vghk,1,1,18,TRUE,14,1,TD
.,Full Trial Period,c191018,10,Low_Ortho_IA,372,0.0965,372,372,956,1,1,Correct,9,High_Ortho,3800,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,9,UNDEFINED,cret,1,bduw,glek,1,vghk,1,1,18,TRUE,14,1,TD
.,Full Trial Period,c191018,10,Illegal_IA,246,0.0638,246,246,1956,1,1,Correct,9,High_Ortho,3800,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,9,UNDEFINED,cret,1,bduw,glek,1,vghk,1,1,18,TRUE,14,1,TD
.,Full Trial Period,c191018,10,Unpron_IA,130,0.0337,130,82,1372,2,2,Correct,9,High_Ortho,3800,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,9,UNDEFINED,cret,1,bduw,glek,1,vghk,1,1,18,TRUE,14,1,TD
.,Full Trial Period,c191018,11,High_Ortho_IA,2014,0.6224,564,564,682,1,3,Correct,8,High_Ortho,3093,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,10,UNDEFINED,prit,2,wgiy,twap,1,bkjd,1,1,18,TRUE,14,1,TD
