IP_INDEX,IP_LABEL,RECORDING_SESSION_LABEL,TRIAL_INDEX,IA_LABEL,IA_DWELL_TIME,IA_DWELL_TIME_%,IA_FIRST_RUN_DWELL_TIME,IA_FIRST_FIXATION_DURATION,IA_FIRST_FIXATION_TIME,IA_FIRST_RUN_FIXATION_COUNT,IA_FIXATION_COUNT,Accuracy,Remaining_Trials_Ortho,Response_Choice,Response_Time,Session_Name_,TASK2_POSITIONS,Trial_Index_,Trial_Number_Orthography,Trial_Recycled_,high_ortho,high_ortho_position,illegal_string,low_ortho,task,unpron_string,looked_all_four_IA,accuracy_high_low,accurate_trials,at_least_12_accurate,good_trial_count
.,Full Trial Period,c141097,1,High_Ortho_IA,2950,0.6001,328,90,314,2,8,Correct,17,High_Ortho,5088,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,1,UNDEFINED,brel,1,pjih,snek,1,kqwp,1,1,18,TRUE,12
.,Full Trial Period,c141097,1,Low_Ortho_IA,572,0.1164,572,572,2050,1,1,Correct,17,High_Ortho,5088,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,1,UNDEFINED,brel,1,pjih,snek,1,kqwp,1,1,18,TRUE,12
.,Full Trial Period,c141097,1,Illegal_IA,674,0.1371,286,286,1326,1,3,Correct,17,High_Ortho,5088,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,1,UNDEFINED,brel,1,pjih,snek,1,kqwp,1,1,18,TRUE,12
.,Full Trial Period,c141097,1,Unpron_IA,332,0.0675,332,94,2668,2,2,Correct,17,High_Ortho,5088,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,1,UNDEFINED,brel,1,pjih,snek,1,kqwp,1,1,18,TRUE,12
.,Full Trial Period,c141097,2,High_Ortho_IA,2126,0.5352,444,444,700,1,3,Correct,16,High_Ortho,3861,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,2,UNDEFINED,bril,2,fnoq,sqip,1,bkgv,1,1,18,TRUE,12
.,Full Trial Period,c141097,2,Low_Ortho_IA,402,0.1012,402,402,1554,1,1,Correct,16,High_Ortho,3861,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,2,UNDEFINED,bril,2,fnoq,sqip,1,bkgv,1,1,18,TRUE,12
.,Full Trial Period,c141097,2,Illegal_IA,868,0.2185,316,316,1184,1,2,Correct,16,High_Ortho,3861,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,2,UNDEFINED,bril,2,fnoq,sqip,1,bkgv,1,1,18,TRUE,12
.,Full Trial Period,c141097,2,Unpron_IA,318,0.0801,318,318,330,1,1,Correct,16,High_Ortho,3861,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,2,UNDEFINED,bril,2,fnoq,sqip,1,bkgv,1,1,18,TRUE,12
.,Full Trial Period,c141097,2,Unpron_IA,402,0.1012,402,402,1554,1,1,Correct,16,High_Ortho,3861,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,2,UNDEFINED,bril,2,fnoq,sqip,1,bkgv,1,1,18,TRUE,12
.,Full Trial Period,c141097,3,High_Ortho_IA,1552,0.3152,874,874,432,1,3,Incorrect,15,Low_Ortho,5066,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,3,UNDEFINED,blar,1,sfuj,skub,1,gpvj,1,1,18,TRUE,12
.,Full Trial Period,c141097,3,Low_Ortho_IA,1306,0.2652,272,272,1804,1,4,Incorrect,15,Low_Ortho,5066,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,3,UNDEFINED,blar,1,sfuj,skub,1,gpvj,1,1,18,TRUE,12
.,Full Trial Period,c141097,3,Illegal_IA,144,0.0292,144,144,1346,1,1,Incorrect,15,Low_Ortho,5066,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,3,UNDEFINED,blar,1,sfuj,skub,1,gpvj,1,1,18,TRUE,12
.,Full Trial Period,c141097,3,Unpron_IA,174,0.0353,174,68,1570,2,2,Incorrect,15,Low_Ortho,5066,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,3,UNDEFINED,blar,1,sfuj,skub,1,gpvj,1,1,18,TRUE,12
.,Full Trial Period,c141097,4,High_Ortho_IA,530,0.1358,530,530,1782,1,1,Incorrect,14,Low_Ortho,3966,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,4,UNDEFINED,dren,4,zhux,wrop,1,xwsx,0,1,18,TRUE,12
.,Full Trial Period,c141097,4,Low_Ortho_IA,2062,0.5284,352,352,332,1,4,Incorrect,14,Low_Ortho,3966,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,4,UNDEFINED,dren,4,zhux,wrop,1,xwsx,0,1,18,TRUE,12
.,Full Trial Period,c141097,4,Illegal_IA,0,0,.,.,.,.,0,Incorrect,14,Low_Ortho,3966,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,4,UNDEFINED,dren,4,zhux,wrop,1,xwsx,0,1,18,TRUE,12
.,Full Trial Period,c141097,4,Unpron_IA,106,0.0272,106,106,1432,1,1,Incorrect,14,Low_Ortho,3966,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,4,UNDEFINED,dren,4,zhux,wrop,1,xwsx,0,1,18,TRUE,12
.,Full Trial Period,c141097,5,High_Ortho_IA,1778,0.4116,1136,1136,1300,1,2,Correct,13,High_Ortho,4376,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,5,UNDEFINED,slen,3,czih,knef,1,fxgk,1,1,18,TRUE,12
.,Full Trial Period,c141097,5,Low_Ortho_IA,1208,0.2796,160,160,1088,1,3,Correct,13,High_Ortho,4376,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,5,UNDEFINED,slen,3,czih,knef,1,fxgk,1,1,18,TRUE,12
.,Full Trial Period,c141097,5,Illegal_IA,294,0.0681,294,294,318,1,1,Correct,13,High_Ortho,4376,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,5,UNDEFINED,slen,3,czih,knef,1,fxgk,1,1,18,TRUE,12
.,Full Trial Period,c141097,5,Unpron_IA,268,0.062,268,268,668,1,1,Correct,13,High_Ortho,4376,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,5,UNDEFINED,slen,3,czih,knef,1,fxgk,1,1,18,TRUE,12
.,Full Trial Period,c141097,6,High_Ortho_IA,382,0.1374,204,90,1100,2,3,Incorrect,12,Low_Ortho,2661,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,6,UNDEFINED,whan,4,sruv,phey,1,pnzh,1,1,18,TRUE,12
.,Full Trial Period,c141097,6,Low_Ortho_IA,1496,0.5381,390,390,324,1,2,Incorrect,12,Low_Ortho,2661,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,6,UNDEFINED,whan,4,sruv,phey,1,pnzh,1,1,18,TRUE,12
.,Full Trial Period,c141097,6,Illegal_IA,294,0.1058,294,294,766,1,1,Incorrect,12,Low_Ortho,2661,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,6,UNDEFINED,whan,4,sruv,phey,1,pnzh,1,1,18,TRUE,12
.,Full Trial Period,c141097,6,Unpron_IA,344,0.1237,344,344,1374,1,1,Incorrect,12,Low_Ortho,2661,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,6,UNDEFINED,whan,4,sruv,phey,1,pnzh,1,1,18,TRUE,12
.,Full Trial Period,c141097,7,High_Ortho_IA,1482,0.5501,518,518,760,1,3,Correct,11,High_Ortho,2574,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,7,UNDEFINED,plic,2,hkiy,skad,1,mgnz,1,1,18,TRUE,12
.,Full Trial Period,c141097,7,Low_Ortho_IA,278,0.1032,278,94,1654,2,2,Correct,11,High_Ortho,2574,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,7,UNDEFINED,plic,2,hkiy,skad,1,mgnz,1,1,18,TRUE,12
.,Full Trial Period,c141097,7,Illegal_IA,282,0.1047,282,282,1320,1,1,Correct,11,High_Ortho,2574,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,7,UNDEFINED,plic,2,hkiy,skad,1,mgnz,1,1,18,TRUE,12
.,Full Trial Period,c141097,7,Unpron_IA,436,0.1618,436,436,272,1,1,Correct,11,High_Ortho,2574,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,7,UNDEFINED,plic,2,hkiy,skad,1,mgnz,1,1,18,TRUE,12
.,Full Trial Period,c141097,7,Unpron_IA,278,0.1032,278,94,1654,2,2,Correct,11,High_Ortho,2574,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,7,UNDEFINED,plic,2,hkiy,skad,1,mgnz,1,1,18,TRUE,12
.,Full Trial Period,c141097,8,High_Ortho_IA,796,0.2878,302,302,1542,1,2,Incorrect,10,Low_Ortho,2857,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,8,UNDEFINED,clar,4,hvej,glip,1,bcsr,1,1,18,TRUE,12
.,Full Trial Period,c141097,8,Low_Ortho_IA,1158,0.4187,334,334,390,1,4,Incorrect,10,Low_Ortho,2857,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,8,UNDEFINED,clar,4,hvej,glip,1,bcsr,1,1,18,TRUE,12
.,Full Trial Period,c141097,8,Illegal_IA,106,0.0383,106,106,960,1,1,Incorrect,10,Low_Ortho,2857,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,8,UNDEFINED,clar,4,hvej,glip,1,bcsr,1,1,18,TRUE,12
.,Full Trial Period,c141097,8,Unpron_IA,246,0.0889,246,246,1896,1,1,Incorrect,10,Low_Ortho,2857,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,8,UNDEFINED,clar,4,hvej,glip,1,bcsr,1,1,18,TRUE,12
.,Full Trial Period,c141097,9,High_Ortho_IA,2464,0.6351,178,178,1152,1,2,Correct,9,High_Ortho,3756,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,9,UNDEFINED,cret,4,bduw,glek,1,vghk,1,1,18,TRUE,12
.,Full Trial Period,c141097,9,Low_Ortho_IA,570,0.1469,570,570,366,1,1,Correct,9,High_Ortho,3756,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,9,UNDEFINED,cret,4,bduw,glek,1,vghk,1,1,18,TRUE,12
.,Full Trial Period,c141097,9,Illegal_IA,248,0.0639,248,248,1370,1,1,Correct,9,High_Ortho,3756,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,9,UNDEFINED,cret,4,bduw,glek,1,vghk,1,1,18,TRUE,12
.,Full Trial Period,c141097,9,Unpron_IA,194,0.05,194,194,1682,1,1,Correct,9,High_Ortho,3756,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,9,UNDEFINED,cret,4,bduw,glek,1,vghk,1,1,18,TRUE,12
.,Full Trial Period,c141097,10,High_Ortho_IA,0,0,.,.,.,.,0,Correct,8,High_Ortho,2321,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,10,UNDEFINED,blet,2,vyuj,syod,1,tvqf,0,1,18,TRUE,12
.,Full Trial Period,c141097,10,Low_Ortho_IA,330,0.1252,330,330,1596,1,1,Correct,8,High_Ortho,2321,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,10,UNDEFINED,blet,2,vyuj,syod,1,tvqf,0,1,18,TRUE,12
.,Full Trial Period,c141097,10,Illegal_IA,0,0,.,.,.,.,0,Correct,8,High_Ortho,2321,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,10,UNDEFINED,blet,2,vyuj,syod,1,tvqf,0,1,18,TRUE,12
.,Full Trial Period,c141097,10,Unpron_IA,312,0.1184,312,312,516,1,1,Correct,8,High_Ortho,2321,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,10,UNDEFINED,blet,2,vyuj,syod,1,tvqf,0,1,18,TRUE,12
.,Full Trial Period,c141097,10,Unpron_IA,330,0.1252,330,330,1596,1,1,Correct,8,High_Ortho,2321,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,10,UNDEFINED,blet,2,vyuj,syod,1,tvqf,0,1,18,TRUE,12
.,Full Trial Period,c141097,11,High_Ortho_IA,1880,0.8918,1880,1880,282,1,1,Correct,7,High_Ortho,1758,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,11,UNDEFINED,slan,1,bfiw,tway,1,hvfn,0,1,18,TRUE,12
.,Full Trial Period,c141097,11,Low_Ortho_IA,0,0,.,.,.,.,0,Correct,7,High_Ortho,1758,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,11,UNDEFINED,slan,1,bfiw,tway,1,hvfn,0,1,18,TRUE,12
.,Full Trial Period,c141097,11,Illegal_IA,0,0,.,.,.,.,0,Correct,7,High_Ortho,1758,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,11,UNDEFINED,slan,1,bfiw,tway,1,hvfn,0,1,18,TRUE,12
.,Full Trial Period,c141097,11,Unpron_IA,0,0,.,.,.,.,0,Correct,7,High_Ortho,1758,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,11,UNDEFINED,slan,1,bfiw,tway,1,hvfn,0,1,18,TRUE,12
.,Full Trial Period,c141097,12,High_Ortho_IA,1680,0.7216,1680,1680,756,1,1,Correct,6,High_Ortho,2021,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,12,UNDEFINED,prit,3,wgiy,twap,1,bkjd,0,1,18,TRUE,12
.,Full Trial Period,c141097,12,Low_Ortho_IA,0,0,.,.,.,.,0,Correct,6,High_Ortho,2021,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,12,UNDEFINED,prit,3,wgiy,twap,1,bkjd,0,1,18,TRUE,12
.,Full Trial Period,c141097,12,Illegal_IA,196,0.0842,196,196,520,1,1,Correct,6,High_Ortho,2021,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,12,UNDEFINED,prit,3,wgiy,twap,1,bkjd,0,1,18,TRUE,12
.,Full Trial Period,c141097,12,Unpron_IA,0,0,.,.,.,.,0,Correct,6,High_Ortho,2021,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,12,UNDEFINED,prit,3,wgiy,twap,1,bkjd,0,1,18,TRUE,12
.,Full Trial Period,c141097,13,High_Ortho_IA,2158,0.674,2158,2158,1260,1,1,Correct,5,High_Ortho,3033,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,13,UNDEFINED,whon,3,fvej,phud,1,kdsj,1,1,18,TRUE,12
.,Full Trial Period,c141097,13,Low_Ortho_IA,284,0.0887,284,106,906,2,2,Correct,5,High_Ortho,3033,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,13,UNDEFINED,whon,3,fvej,phud,1,kdsj,1,1,18,TRUE,12
.,Full Trial Period,c141097,13,Illegal_IA,306,0.0956,306,306,272,1,1,Correct,5,High_Ortho,3033,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,13,UNDEFINED,whon,3,fvej,phud,1,kdsj,1,1,18,TRUE,12
.,Full Trial Period,c141097,13,Unpron_IA,236,0.0737,236,236,632,1,1,Correct,5,High_Ortho,3033,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,13,UNDEFINED,whon,3,fvej,phud,1,kdsj,1,1,18,TRUE,12
.,Full Trial Period,c141097,14,High_Ortho_IA,1840,0.5779,1840,1840,1538,1,1,Correct,4,High_Ortho,2951,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,14,UNDEFINED,gred,2,gwiy,wreb,1,ktlh,1,1,18,TRUE,12
.,Full Trial Period,c141097,14,Low_Ortho_IA,590,0.1853,590,590,668,1,1,Correct,4,High_Ortho,2951,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,14,UNDEFINED,gred,2,gwiy,wreb,1,ktlh,1,1,18,TRUE,12
.,Full Trial Period,c141097,14,Illegal_IA,184,0.0578,184,184,1312,1,1,Correct,4,High_Ortho,2951,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,14,UNDEFINED,gred,2,gwiy,wreb,1,ktlh,1,1,18,TRUE,12
.,Full Trial Period,c141097,14,Unpron_IA,356,0.1118,356,356,270,1,1,Correct,4,High_Ortho,2951,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,14,UNDEFINED,gred,2,gwiy,wreb,1,ktlh,1,1,18,TRUE,12
.,Full Trial Period,c141097,14,Unpron_IA,590,0.1853,590,590,668,1,1,Correct,4,High_Ortho,2951,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,14,UNDEFINED,gred,2,gwiy,wreb,1,ktlh,1,1,18,TRUE,12
.,Full Trial Period,c141097,15,High_Ortho_IA,1128,0.6402,924,924,578,1,2,Correct,3,High_Ortho,1511,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,15,UNDEFINED,grat,2,sviw,wrup,1,tkvc,0,1,18,TRUE,12
.,Full Trial Period,c141097,15,Low_Ortho_IA,0,0,.,.,.,.,0,Correct,3,High_Ortho,1511,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,15,UNDEFINED,grat,2,sviw,wrup,1,tkvc,0,1,18,TRUE,12
.,Full Trial Period,c141097,15,Illegal_IA,158,0.0897,158,158,1540,1,1,Correct,3,High_Ortho,1511,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,15,UNDEFINED,grat,2,sviw,wrup,1,tkvc,0,1,18,TRUE,12
.,Full Trial Period,c141097,15,Unpron_IA,280,0.1589,280,280,246,1,1,Correct,3,High_Ortho,1511,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,15,UNDEFINED,grat,2,sviw,wrup,1,tkvc,0,1,18,TRUE,12
.,Full Trial Period,c141097,15,Unpron_IA,0,0,.,.,.,.,0,Correct,3,High_Ortho,1511,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,15,UNDEFINED,grat,2,sviw,wrup,1,tkvc,0,1,18,TRUE,12
.,Full Trial Period,c141097,16,High_Ortho_IA,1486,0.7998,1486,1486,544,1,1,Correct,2,High_Ortho,1608,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,16,UNDEFINED,clat,1,csih,knoy,1,dhhx,0,1,18,TRUE,12
.,Full Trial Period,c141097,16,Low_Ortho_IA,158,0.085,158,54,270,2,2,Correct,2,High_Ortho,1608,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,16,UNDEFINED,clat,1,csih,knoy,1,dhhx,0,1,18,TRUE,12
.,Full Trial Period,c141097,16,Illegal_IA,0,0,.,.,.,.,0,Correct,2,High_Ortho,1608,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,16,UNDEFINED,clat,1,csih,knoy,1,dhhx,0,1,18,TRUE,12
.,Full Trial Period,c141097,16,Unpron_IA,0,0,.,.,.,.,0,Correct,2,High_Ortho,1608,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,16,UNDEFINED,clat,1,csih,knoy,1,dhhx,0,1,18,TRUE,12
.,Full Trial Period,c141097,17,High_Ortho_IA,1498,0.5166,216,216,550,1,3,Correct,1,High_Ortho,2793,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,17,UNDEFINED,drel,1,vwux,sqow,1,fzgj,1,1,18,TRUE,12
.,Full Trial Period,c141097,17,Low_Ortho_IA,616,0.2124,616,616,1252,1,1,Correct,1,High_Ortho,2793,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,17,UNDEFINED,drel,1,vwux,sqow,1,fzgj,1,1,18,TRUE,12
.,Full Trial Period,c141097,17,Illegal_IA,184,0.0634,184,70,294,2,2,Correct,1,High_Ortho,2793,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,17,UNDEFINED,drel,1,vwux,sqow,1,fzgj,1,1,18,TRUE,12
.,Full Trial Period,c141097,17,Unpron_IA,266,0.0917,266,266,942,1,1,Correct,1,High_Ortho,2793,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,17,UNDEFINED,drel,1,vwux,sqow,1,fzgj,1,1,18,TRUE,12
.,Full Trial Period,c141097,18,High_Ortho_IA,1486,0.5243,1486,104,1586,3,3,Correct,0,High_Ortho,2693,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,18,UNDEFINED,pred,3,pvuj,syew,1,rxbf,1,1,18,TRUE,12
.,Full Trial Period,c141097,18,Low_Ortho_IA,236,0.0833,236,102,1278,2,2,Correct,0,High_Ortho,2693,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,18,UNDEFINED,pred,3,pvuj,syew,1,rxbf,1,1,18,TRUE,12
.,Full Trial Period,c141097,18,Illegal_IA,650,0.2294,650,650,262,1,1,Correct,0,High_Ortho,2693,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,18,UNDEFINED,pred,3,pvuj,syew,1,rxbf,1,1,18,TRUE,12
.,Full Trial Period,c141097,18,Unpron_IA,256,0.0903,256,118,966,2,2,Correct,0,High_Ortho,2693,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,18,UNDEFINED,pred,3,pvuj,syew,1,rxbf,1,1,18,TRUE,12
.,Full Trial Period,c143051,2,High_Ortho_IA,1034,0.1799,1034,1034,1884,1,1,Incorrect,17,Low_Ortho,7127,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,1,UNDEFINED,drel,4,vwux,sqow,1,fzgj,1,1,18,TRUE,18
.,Full Trial Period,c143051,2,Low_Ortho_IA,3162,0.5501,354,354,400,1,4,Incorrect,17,Low_Ortho,7127,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,1,UNDEFINED,drel,4,vwux,sqow,1,fzgj,1,1,18,TRUE,18
.,Full Trial Period,c143051,2,Illegal_IA,296,0.0515,296,296,1546,1,1,Incorrect,17,Low_Ortho,7127,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,1,UNDEFINED,drel,4,vwux,sqow,1,fzgj,1,1,18,TRUE,18
.,Full Trial Period,c143051,2,Unpron_IA,794,0.1381,318,318,790,1,3,Incorrect,17,Low_Ortho,7127,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,1,UNDEFINED,drel,4,vwux,sqow,1,fzgj,1,1,18,TRUE,18
.,Full Trial Period,c143051,3,High_Ortho_IA,3090,0.5879,144,144,402,1,4,Correct,16,High_Ortho,5275,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,2,UNDEFINED,whan,2,sruv,phey,1,pnzh,1,1,18,TRUE,18
.,Full Trial Period,c143051,3,Low_Ortho_IA,890,0.1693,178,178,1870,1,2,Correct,16,High_Ortho,5275,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,2,UNDEFINED,whan,2,sruv,phey,1,pnzh,1,1,18,TRUE,18
.,Full Trial Period,c143051,3,Illegal_IA,274,0.0521,274,274,1396,1,1,Correct,16,High_Ortho,5275,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,2,UNDEFINED,whan,2,sruv,phey,1,pnzh,1,1,18,TRUE,18
.,Full Trial Period,c143051,3,Unpron_IA,546,0.1039,284,284,600,1,2,Correct,16,High_Ortho,5275,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,2,UNDEFINED,whan,2,sruv,phey,1,pnzh,1,1,18,TRUE,18
.,Full Trial Period,c143051,3,Unpron_IA,890,0.1693,178,178,1870,1,2,Correct,16,High_Ortho,5275,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,2,UNDEFINED,whan,2,sruv,phey,1,pnzh,1,1,18,TRUE,18
.,Full Trial Period,c143051,4,High_Ortho_IA,718,0.1387,270,128,1678,2,3,Incorrect,15,Low_Ortho,5418,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,3,UNDEFINED,dren,4,zhux,wrop,1,xwsx,1,1,18,TRUE,18
.,Full Trial Period,c143051,4,Low_Ortho_IA,3150,0.6083,322,322,304,1,7,Incorrect,15,Low_Ortho,5418,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,3,UNDEFINED,dren,4,zhux,wrop,1,xwsx,1,1,18,TRUE,18
.,Full Trial Period,c143051,4,Illegal_IA,704,0.136,178,178,680,1,3,Incorrect,15,Low_Ortho,5418,UNDEFINED,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",UNDEFINED,3,UNDEFINED,dren,4,zhux,wrop,1,xwsx,1,1,18,TRUE,18
