IP_INDEX,IP_LABEL,RECORDING_SESSION_LABEL,TRIAL_INDEX,IA_LABEL,IA_DWELL_TIME,IA_DWELL_TIME_%,IA_FIRST_RUN_DWELL_TIME,IA_FIRST_FIXATION_DURATION,IA_FIRST_FIXATION_TIME,IA_FIRST_RUN_FIXATION_COUNT,IA_FIXATION_COUNT,Accuracy,Remaining_Trials_Ortho,Response_Choice,Response_Time,Session_Name_,TASK2_POSITIONS,Trial_Index_,Trial_Number_Orthography,Trial_Recycled_,high_ortho,high_ortho_position,illegal_string,low_ortho,task,unpron_string,looked_all_four_IA,accuracy_high_low,accurate_trials,at_least_12_accurate,good_trial_count
.,Full Trial Period,c194008,5,High_Ortho_IA,2780,0.417,310,310,320,1,3,Correct,13,High_Ortho,6719,.,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",.,5,.,bril,1,fnoq,sqip,1,bkgv,1,1,18,TRUE,18
.,Full Trial Period,c194008,5,Low_Ortho_IA,920,0.138,920,920,4534,1,1,Correct,13,High_Ortho,6719,.,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",.,5,.,bril,1,fnoq,sqip,1,bkgv,1,1,18,TRUE,18
.,Full Trial Period,c194008,5,Illegal_IA,1712,0.2568,1462,1462,668,1,3,Correct,13,High_Ortho,6719,.,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",.,5,.,bril,1,fnoq,sqip,1,bkgv,1,1,18,TRUE,18
.,Full Trial Period,c194008,5,Unpron_IA,994,0.1491,424,424,2186,1,2,Correct,13,High_Ortho,6719,.,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",.,5,.,bril,1,fnoq,sqip,1,bkgv,1,1,18,TRUE,18
.,Full Trial Period,c194008,6,High_Ortho_IA,334,0.1024,334,106,1826,2,2,Incorrect,12,Low_Ortho,3303,.,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",.,6,.,drel,4,vwux,sqow,1,fzgj,1,1,18,TRUE,18
.,Full Trial Period,c194008,6,Low_Ortho_IA,1700,0.5212,310,62,324,3,6,Incorrect,12,Low_Ortho,3303,.,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",.,6,.,drel,4,vwux,sqow,1,fzgj,1,1,18,TRUE,18
.,Full Trial Period,c194008,6,Illegal_IA,462,0.1416,462,462,2212,1,1,Incorrect,12,Low_Ortho,3303,.,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",.,6,.,drel,4,vwux,sqow,1,fzgj,1,1,18,TRUE,18
.,Full Trial Period,c194008,6,Unpron_IA,550,0.1686,170,170,710,1,2,Incorrect,12,Low_Ortho,3303,.,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",.,6,.,drel,4,vwux,sqow,1,fzgj,1,1,18,TRUE,18
.,Full Trial Period,c194008,7,High_Ortho_IA,1352,0.2899,344,344,276,1,2,Incorrect,11,Low_Ortho,4559,.,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",.,7,.,brel,1,pjih,snek,1,kqwp,1,1,18,TRUE,18
.,Full Trial Period,c194008,7,Low_Ortho_IA,2220,0.476,810,810,1638,1,2,Incorrect,11,Low_Ortho,4559,.,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",.,7,.,brel,1,pjih,snek,1,kqwp,1,1,18,TRUE,18
.,Full Trial Period,c194008,7,Illegal_IA,444,0.0952,444,444,668,1,1,Incorrect,11,Low_Ortho,4559,.,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",.,7,.,brel,1,pjih,snek,1,kqwp,1,1,18,TRUE,18
.,Full Trial Period,c194008,7,Unpron_IA,426,0.0913,426,426,1168,1,1,Incorrect,11,Low_Ortho,4559,.,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",.,7,.,brel,1,pjih,snek,1,kqwp,1,1,18,TRUE,18
.,Full Trial Period,c194008,8,High_Ortho_IA,2958,0.6638,304,304,658,1,2,Correct,10,High_Ortho,4413,.,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",.,8,.,pred,3,pvuj,syew,1,rxbf,1,1,18,TRUE,18
.,Full Trial Period,c194008,8,Low_Ortho_IA,664,0.149,262,262,1018,1,2,Correct,10,High_Ortho,4413,.,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",.,8,.,pred,3,pvuj,syew,1,rxbf,1,1,18,TRUE,18
.,Full Trial Period,c194008,8,Illegal_IA,318,0.0714,318,318,296,1,1,Correct,10,High_Ortho,4413,.,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",.,8,.,pred,3,pvuj,syew,1,rxbf,1,1,18,TRUE,18
.,Full Trial Period,c194008,8,Unpron_IA,316,0.0709,316,316,1328,1,1,Correct,10,High_Ortho,4413,.,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",.,8,.,pred,3,pvuj,syew,1,rxbf,1,1,18,TRUE,18
.,Full Trial Period,c194008,9,High_Ortho_IA,2122,0.4045,398,70,460,2,5,Correct,9,High_Ortho,5888,.,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",.,9,.,blet,1,vyuj,syod,1,tvqf,1,1,18,TRUE,18
.,Full Trial Period,c194008,9,Low_Ortho_IA,1380,0.2631,652,378,1706,2,3,Correct,9,High_Ortho,5888,.,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",.,9,.,blet,1,vyuj,syod,1,tvqf,1,1,18,TRUE,18
.,Full Trial Period,c194008,9,Illegal_IA,570,0.1087,274,274,1034,1,2,Correct,9,High_Ortho,5888,.,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",.,9,.,blet,1,vyuj,syod,1,tvqf,1,1,18,TRUE,18
.,Full Trial Period,c194008,9,Unpron_IA,800,0.1525,306,306,1364,1,2,Correct,9,High_Ortho,5888,.,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",.,9,.,blet,1,vyuj,syod,1,tvqf,1,1,18,TRUE,18
.,Full Trial Period,c194008,10,High_Ortho_IA,1878,0.2379,280,280,516,1,5,Incorrect,8,Low_Ortho,8577,.,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",.,10,.,prit,3,wgiy,twap,1,bkjd,1,1,18,TRUE,18
.,Full Trial Period,c194008,10,Low_Ortho_IA,3968,0.5027,364,120,854,2,9,Incorrect,8,Low_Ortho,8577,.,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",.,10,.,prit,3,wgiy,twap,1,bkjd,1,1,18,TRUE,18
.,Full Trial Period,c194008,10,Illegal_IA,926,0.1173,206,206,266,1,5,Incorrect,8,Low_Ortho,8577,.,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",.,10,.,prit,3,wgiy,twap,1,bkjd,1,1,18,TRUE,18
.,Full Trial Period,c194008,10,Unpron_IA,892,0.113,414,414,1280,1,2,Incorrect,8,Low_Ortho,8577,.,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",.,10,.,prit,3,wgiy,twap,1,bkjd,1,1,18,TRUE,18
.,Full Trial Period,c194008,11,High_Ortho_IA,794,0.2729,794,794,1606,1,1,Incorrect,7,Low_Ortho,2959,.,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",.,11,.,dren,2,zhux,wrop,1,xwsx,1,1,18,TRUE,18
.,Full Trial Period,c194008,11,Low_Ortho_IA,1160,0.3986,306,306,882,1,2,Incorrect,7,Low_Ortho,2959,.,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",.,11,.,dren,2,zhux,wrop,1,xwsx,1,1,18,TRUE,18
.,Full Trial Period,c194008,11,Illegal_IA,320,0.11,320,320,1244,1,1,Incorrect,7,Low_Ortho,2959,.,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",.,11,.,dren,2,zhux,wrop,1,xwsx,1,1,18,TRUE,18
.,Full Trial Period,c194008,11,Unpron_IA,240,0.0825,240,240,598,1,1,Incorrect,7,Low_Ortho,2959,.,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",.,11,.,dren,2,zhux,wrop,1,xwsx,1,1,18,TRUE,18
.,Full Trial Period,c194008,11,Unpron_IA,1160,0.3986,306,306,882,1,2,Incorrect,7,Low_Ortho,2959,.,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",.,11,.,dren,2,zhux,wrop,1,xwsx,1,1,18,TRUE,18
.,Full Trial Period,c194008,12,High_Ortho_IA,1208,0.4697,324,324,590,1,3,Correct,6,High_Ortho,2605,.,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",.,12,.,slan,3,bfiw,tway,1,hvfn,1,1,18,TRUE,18
.,Full Trial Period,c194008,12,Low_Ortho_IA,482,0.1874,246,246,974,1,2,Correct,6,High_Ortho,2605,.,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",.,12,.,slan,3,bfiw,tway,1,hvfn,1,1,18,TRUE,18
.,Full Trial Period,c194008,12,Illegal_IA,240,0.0933,240,240,306,1,1,Correct,6,High_Ortho,2605,.,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",.,12,.,slan,3,bfiw,tway,1,hvfn,1,1,18,TRUE,18
.,Full Trial Period,c194008,12,Unpron_IA,392,0.1524,392,392,1256,1,1,Correct,6,High_Ortho,2605,.,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",.,12,.,slan,3,bfiw,tway,1,hvfn,1,1,18,TRUE,18
.,Full Trial Period,c194008,13,High_Ortho_IA,3752,0.48,2546,2546,1336,1,4,Incorrect,5,Low_Ortho,8972,.,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",.,13,.,grat,2,sviw,wrup,1,tkvc,1,1,18,TRUE,18
.,Full Trial Period,c194008,13,Low_Ortho_IA,2516,0.3219,310,310,648,1,4,Incorrect,5,Low_Ortho,8972,.,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",.,13,.,grat,2,sviw,wrup,1,tkvc,1,1,18,TRUE,18
.,Full Trial Period,c194008,13,Illegal_IA,486,0.0622,268,118,1012,2,3,Incorrect,5,Low_Ortho,8972,.,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",.,13,.,grat,2,sviw,wrup,1,tkvc,1,1,18,TRUE,18
.,Full Trial Period,c194008,13,Unpron_IA,586,0.075,290,290,316,1,3,Incorrect,5,Low_Ortho,8972,.,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",.,13,.,grat,2,sviw,wrup,1,tkvc,1,1,18,TRUE,18
.,Full Trial Period,c194008,13,Unpron_IA,2516,0.3219,310,310,648,1,4,Incorrect,5,Low_Ortho,8972,.,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",.,13,.,grat,2,sviw,wrup,1,tkvc,1,1,18,TRUE,18
.,Full Trial Period,c194008,14,High_Ortho_IA,1548,0.3817,1192,1192,1022,1,2,Correct,4,High_Ortho,4181,.,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",.,14,.,clat,2,csih,knoy,1,dhhx,1,1,18,TRUE,18
.,Full Trial Period,c194008,14,Low_Ortho_IA,1222,0.3013,256,256,492,1,2,Correct,4,High_Ortho,4181,.,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",.,14,.,clat,2,csih,knoy,1,dhhx,1,1,18,TRUE,18
.,Full Trial Period,c194008,14,Illegal_IA,438,0.108,176,176,804,1,2,Correct,4,High_Ortho,4181,.,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",.,14,.,clat,2,csih,knoy,1,dhhx,1,1,18,TRUE,18
.,Full Trial Period,c194008,14,Unpron_IA,490,0.1208,178,178,276,1,3,Correct,4,High_Ortho,4181,.,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",.,14,.,clat,2,csih,knoy,1,dhhx,1,1,18,TRUE,18
.,Full Trial Period,c194008,14,Unpron_IA,1222,0.3013,256,256,492,1,2,Correct,4,High_Ortho,4181,.,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",.,14,.,clat,2,csih,knoy,1,dhhx,1,1,18,TRUE,18
.,Full Trial Period,c194008,15,High_Ortho_IA,1206,0.4554,200,58,360,2,5,Correct,3,High_Ortho,2898,.,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",.,15,.,blar,1,sfuj,skub,1,gpvj,1,1,18,TRUE,18
.,Full Trial Period,c194008,15,Low_Ortho_IA,492,0.1858,322,322,1376,1,2,Correct,3,High_Ortho,2898,.,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",.,15,.,blar,1,sfuj,skub,1,gpvj,1,1,18,TRUE,18
.,Full Trial Period,c194008,15,Illegal_IA,442,0.1669,142,142,622,1,2,Correct,3,High_Ortho,2898,.,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",.,15,.,blar,1,sfuj,skub,1,gpvj,1,1,18,TRUE,18
.,Full Trial Period,c194008,15,Unpron_IA,380,0.1435,380,380,1744,1,1,Correct,3,High_Ortho,2898,.,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",.,15,.,blar,1,sfuj,skub,1,gpvj,1,1,18,TRUE,18
.,Full Trial Period,c194008,16,High_Ortho_IA,1602,0.3663,430,106,1032,2,4,Correct,2,High_Ortho,4487,.,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",.,16,.,cret,4,bduw,glek,1,vghk,1,1,18,TRUE,18
.,Full Trial Period,c194008,16,Low_Ortho_IA,1154,0.2638,414,414,286,1,2,Correct,2,High_Ortho,4487,.,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",.,16,.,cret,4,bduw,glek,1,vghk,1,1,18,TRUE,18
.,Full Trial Period,c194008,16,Illegal_IA,830,0.1898,342,342,1514,1,2,Correct,2,High_Ortho,4487,.,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",.,16,.,cret,4,bduw,glek,1,vghk,1,1,18,TRUE,18
.,Full Trial Period,c194008,16,Unpron_IA,556,0.1271,216,86,746,2,4,Correct,2,High_Ortho,4487,.,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",.,16,.,cret,4,bduw,glek,1,vghk,1,1,18,TRUE,18
.,Full Trial Period,c194008,17,High_Ortho_IA,1382,0.3417,186,186,630,1,2,Correct,1,High_Ortho,4142,.,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",.,17,.,whan,3,sruv,phey,1,pnzh,1,1,18,TRUE,18
.,Full Trial Period,c194008,17,Low_Ortho_IA,658,0.1627,222,178,874,2,3,Correct,1,High_Ortho,4142,.,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",.,17,.,whan,3,sruv,phey,1,pnzh,1,1,18,TRUE,18
.,Full Trial Period,c194008,17,Illegal_IA,712,0.1761,258,258,330,1,2,Correct,1,High_Ortho,4142,.,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",.,17,.,whan,3,sruv,phey,1,pnzh,1,1,18,TRUE,18
.,Full Trial Period,c194008,17,Unpron_IA,898,0.2221,330,330,1160,1,2,Correct,1,High_Ortho,4142,.,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",.,17,.,whan,3,sruv,phey,1,pnzh,1,1,18,TRUE,18
.,Full Trial Period,c194008,18,High_Ortho_IA,2602,0.3378,500,500,984,1,4,Correct,0,High_Ortho,7999,.,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",.,18,.,whon,4,fvej,phud,1,kdsj,1,1,18,TRUE,18
.,Full Trial Period,c194008,18,Low_Ortho_IA,3712,0.482,232,232,354,1,5,Correct,0,High_Ortho,7999,.,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",.,18,.,whon,4,fvej,phud,1,kdsj,1,1,18,TRUE,18
.,Full Trial Period,c194008,18,Illegal_IA,792,0.1028,268,268,1518,1,5,Correct,0,High_Ortho,7999,.,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",.,18,.,whon,4,fvej,phud,1,kdsj,1,1,18,TRUE,18
.,Full Trial Period,c194008,18,Unpron_IA,298,0.0387,298,298,630,1,1,Correct,0,High_Ortho,7999,.,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",.,18,.,whon,4,fvej,phud,1,kdsj,1,1,18,TRUE,18
.,Full Trial Period,c194009,1,High_Ortho_IA,2454,0.4954,2454,2454,2740,1,1,Correct,17,High_Ortho,4801,.,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",.,1,.,whon,2,fvej,phud,1,kdsj,1,1,18,TRUE,11
.,Full Trial Period,c194009,1,Low_Ortho_IA,714,0.1441,714,102,1200,2,2,Correct,17,High_Ortho,4801,.,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",.,1,.,whon,2,fvej,phud,1,kdsj,1,1,18,TRUE,11
.,Full Trial Period,c194009,1,Illegal_IA,688,0.1389,688,106,1990,2,2,Correct,17,High_Ortho,4801,.,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",.,1,.,whon,2,fvej,phud,1,kdsj,1,1,18,TRUE,11
.,Full Trial Period,c194009,1,Unpron_IA,824,0.1663,824,824,332,1,1,Correct,17,High_Ortho,4801,.,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",.,1,.,whon,2,fvej,phud,1,kdsj,1,1,18,TRUE,11
.,Full Trial Period,c194009,1,Unpron_IA,714,0.1441,714,102,1200,2,2,Correct,17,High_Ortho,4801,.,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",.,1,.,whon,2,fvej,phud,1,kdsj,1,1,18,TRUE,11
.,Full Trial Period,c194009,2,High_Ortho_IA,1570,0.3856,1570,1570,2726,1,1,Correct,16,High_Ortho,3936,.,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",.,2,.,bril,4,fnoq,sqip,1,bkgv,1,1,18,TRUE,11
.,Full Trial Period,c194009,2,Low_Ortho_IA,982,0.2412,982,982,358,1,1,Correct,16,High_Ortho,3936,.,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",.,2,.,bril,4,fnoq,sqip,1,bkgv,1,1,18,TRUE,11
.,Full Trial Period,c194009,2,Illegal_IA,768,0.1886,768,768,1394,1,1,Correct,16,High_Ortho,3936,.,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",.,2,.,bril,4,fnoq,sqip,1,bkgv,1,1,18,TRUE,11
.,Full Trial Period,c194009,2,Unpron_IA,454,0.1115,454,454,2218,1,1,Correct,16,High_Ortho,3936,.,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",.,2,.,bril,4,fnoq,sqip,1,bkgv,1,1,18,TRUE,11
.,Full Trial Period,c194009,3,High_Ortho_IA,1778,0.4485,1778,1778,2290,1,1,Correct,15,High_Ortho,3795,.,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",.,3,.,clat,2,csih,knoy,1,dhhx,1,1,18,TRUE,11
.,Full Trial Period,c194009,3,Low_Ortho_IA,384,0.0969,286,286,784,1,2,Correct,15,High_Ortho,3795,.,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",.,3,.,clat,2,csih,knoy,1,dhhx,1,1,18,TRUE,11
.,Full Trial Period,c194009,3,Illegal_IA,1110,0.28,1110,120,1120,2,2,Correct,15,High_Ortho,3795,.,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",.,3,.,clat,2,csih,knoy,1,dhhx,1,1,18,TRUE,11
.,Full Trial Period,c194009,3,Unpron_IA,490,0.1236,490,490,248,1,1,Correct,15,High_Ortho,3795,.,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",.,3,.,clat,2,csih,knoy,1,dhhx,1,1,18,TRUE,11
.,Full Trial Period,c194009,3,Unpron_IA,384,0.0969,286,286,784,1,2,Correct,15,High_Ortho,3795,.,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",.,3,.,clat,2,csih,knoy,1,dhhx,1,1,18,TRUE,11
.,Full Trial Period,c194009,4,High_Ortho_IA,208,0.0987,208,208,2216,1,1,Incorrect,14,Low_Ortho,2002,.,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",.,4,.,plic,4,hkiy,skad,1,mgnz,1,1,18,TRUE,11
.,Full Trial Period,c194009,4,Low_Ortho_IA,1050,0.4981,766,120,298,2,3,Incorrect,14,Low_Ortho,2002,.,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",.,4,.,plic,4,hkiy,skad,1,mgnz,1,1,18,TRUE,11
.,Full Trial Period,c194009,4,Illegal_IA,352,0.167,352,204,1136,2,2,Incorrect,14,Low_Ortho,2002,.,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",.,4,.,plic,4,hkiy,skad,1,mgnz,1,1,18,TRUE,11
.,Full Trial Period,c194009,4,Unpron_IA,250,0.1186,250,90,1888,2,2,Incorrect,14,Low_Ortho,2002,.,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",.,4,.,plic,4,hkiy,skad,1,mgnz,1,1,18,TRUE,11
.,Full Trial Period,c194009,5,High_Ortho_IA,814,0.4293,814,106,764,2,2,Correct,13,High_Ortho,1734,.,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",.,5,.,dren,3,zhux,wrop,1,xwsx,1,1,18,TRUE,11
.,Full Trial Period,c194009,5,Low_Ortho_IA,154,0.0812,154,154,2008,1,1,Correct,13,High_Ortho,1734,.,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",.,5,.,dren,3,zhux,wrop,1,xwsx,1,1,18,TRUE,11
.,Full Trial Period,c194009,5,Illegal_IA,400,0.211,400,128,300,2,2,Correct,13,High_Ortho,1734,.,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",.,5,.,dren,3,zhux,wrop,1,xwsx,1,1,18,TRUE,11
.,Full Trial Period,c194009,5,Unpron_IA,296,0.1561,296,296,1660,1,1,Correct,13,High_Ortho,1734,.,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",.,5,.,dren,3,zhux,wrop,1,xwsx,1,1,18,TRUE,11
.,Full Trial Period,c194009,6,High_Ortho_IA,1536,0.6707,570,570,310,1,2,Correct,12,High_Ortho,2053,.,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",.,6,.,cret,1,bduw,glek,1,vghk,0,1,18,TRUE,11
.,Full Trial Period,c194009,6,Low_Ortho_IA,376,0.1642,376,376,1078,1,1,Correct,12,High_Ortho,2053,.,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",.,6,.,cret,1,bduw,glek,1,vghk,0,1,18,TRUE,11
.,Full Trial Period,c194009,6,Illegal_IA,0,0,.,.,.,.,0,Correct,12,High_Ortho,2053,.,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",.,6,.,cret,1,bduw,glek,1,vghk,0,1,18,TRUE,11
.,Full Trial Period,c194009,6,Unpron_IA,0,0,.,.,.,.,0,Correct,12,High_Ortho,2053,.,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",.,6,.,cret,1,bduw,glek,1,vghk,0,1,18,TRUE,11
.,Full Trial Period,c194009,7,High_Ortho_IA,940,0.423,298,130,528,2,4,Correct,11,High_Ortho,2261,.,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",.,7,.,blet,4,vyuj,syod,1,tvqf,1,1,18,TRUE,11
.,Full Trial Period,c194009,7,Low_Ortho_IA,294,0.1323,294,142,1596,2,2,Correct,11,High_Ortho,2261,.,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",.,7,.,blet,4,vyuj,syod,1,tvqf,1,1,18,TRUE,11
.,Full Trial Period,c194009,7,Illegal_IA,204,0.0918,204,204,282,1,1,Correct,11,High_Ortho,2261,.,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",.,7,.,blet,4,vyuj,syod,1,tvqf,1,1,18,TRUE,11
.,Full Trial Period,c194009,7,Unpron_IA,340,0.153,340,112,904,2,2,Correct,11,High_Ortho,2261,.,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",.,7,.,blet,4,vyuj,syod,1,tvqf,1,1,18,TRUE,11
.,Full Trial Period,c194009,8,High_Ortho_IA,1086,0.2654,110,110,816,1,6,Incorrect,10,Low_Ortho,4162,.,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",.,8,.,blar,3,sfuj,skub,1,gpvj,1,1,18,TRUE,11
.,Full Trial Period,c194009,8,Low_Ortho_IA,1782,0.4355,330,120,1192,2,4,Incorrect,10,Low_Ortho,4162,.,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",.,8,.,blar,3,sfuj,skub,1,gpvj,1,1,18,TRUE,11
.,Full Trial Period,c194009,8,Illegal_IA,390,0.0953,390,390,384,1,1,Incorrect,10,Low_Ortho,4162,.,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",.,8,.,blar,3,sfuj,skub,1,gpvj,1,1,18,TRUE,11
.,Full Trial Period,c194009,8,Unpron_IA,314,0.0767,314,120,2180,2,2,Incorrect,10,Low_Ortho,4162,.,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",.,8,.,blar,3,sfuj,skub,1,gpvj,1,1,18,TRUE,11
.,Full Trial Period,c194009,9,High_Ortho_IA,508,0.3547,242,242,338,1,2,Correct,9,High_Ortho,1234,.,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",.,9,.,whan,1,sruv,phey,1,pnzh,0,1,18,TRUE,11
.,Full Trial Period,c194009,9,Low_Ortho_IA,0,0,.,.,.,.,0,Correct,9,High_Ortho,1234,.,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",.,9,.,whan,1,sruv,phey,1,pnzh,0,1,18,TRUE,11
.,Full Trial Period,c194009,9,Illegal_IA,282,0.1969,282,108,626,2,2,Correct,9,High_Ortho,1234,.,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",.,9,.,whan,1,sruv,phey,1,pnzh,0,1,18,TRUE,11
.,Full Trial Period,c194009,9,Unpron_IA,364,0.2542,364,130,1286,2,2,Correct,9,High_Ortho,1234,.,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",.,9,.,whan,1,sruv,phey,1,pnzh,0,1,18,TRUE,11
.,Full Trial Period,c194009,10,High_Ortho_IA,994,0.495,994,764,1286,2,2,Correct,8,High_Ortho,1877,.,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",.,10,.,grat,2,sviw,wrup,1,tkvc,1,1,18,TRUE,11
.,Full Trial Period,c194009,10,Low_Ortho_IA,198,0.0986,198,140,640,2,2,Correct,8,High_Ortho,1877,.,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",.,10,.,grat,2,sviw,wrup,1,tkvc,1,1,18,TRUE,11
.,Full Trial Period,c194009,10,Illegal_IA,270,0.1345,270,102,912,2,2,Correct,8,High_Ortho,1877,.,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",.,10,.,grat,2,sviw,wrup,1,tkvc,1,1,18,TRUE,11
.,Full Trial Period,c194009,10,Unpron_IA,342,0.1703,342,342,246,1,1,Correct,8,High_Ortho,1877,.,"[(0, 0), (256, 192), (256, 576), (768, 192), (768, 576)]",.,10,.,grat,2,sviw,wrup,1,tkvc,1,1,18,TRUE,11
